epoch,iteration,total_loss,L1,projection
30,50479,0.06609901040792465,1.3991792002343573e-05,0.06608501821756363
30,50489,0.04288896173238754,1.803084887797013e-05,0.04287093132734299
30,50499,1.1214398000447545e-05,9.88456031336682e-06,1.3298374597070506e-06
30,50509,1.2405078450683504e-05,1.060118756868178e-05,1.803890882001724e-06
30,50519,4.815752254216932e-05,1.7628004570724443e-05,3.0529517971444875e-05
30,50529,1.752798561938107e-05,1.2658317245950457e-05,4.8696683734306134e-06
30,50539,0.06545377522706985,1.3928043699706905e-05,0.0654398500919342
30,50549,1.3683703400602099e-05,1.1106314559583552e-05,2.577388613644871e-06
30,50559,1.2928830983582884e-05,1.0866399861697573e-05,2.0624308945116354e-06
30,50569,5.384858377510682e-05,1.7152140571852215e-05,3.66964413842652e-05
30,50579,2.2383213945431635e-05,1.2810539374186192e-05,9.572674571245443e-06
30,50589,3.7856945709791034e-05,1.5303456166293472e-05,2.2553489543497562e-05
30,50599,1.8841745259123854e-05,1.286267342948122e-05,5.979071829642635e-06
30,50609,1.7749160178937018e-05,1.2977837286598515e-05,4.771322892338503e-06
30,50619,1.4608347555622458e-05,1.04337577795377e-05,4.174590230832109e-06
30,50629,1.2932628123962786e-05,1.0467736501595937e-05,2.464891394993174e-06
30,50639,1.5855943274800666e-05,1.12274046841776e-05,4.628538135875715e-06
30,50649,1.5565878129564226e-05,1.2240301657584496e-05,3.32557647197973e-06
30,50659,1.2906953088531736e-05,1.0762891179183498e-05,2.1440619093482383e-06
30,50669,1.0167006621486507e-05,8.81859796209028e-06,1.3484088867699029e-06
30,50679,0.043020740151405334,1.4657783140137326e-05,0.04300608113408089
30,50689,3.617656693677418e-05,1.731342672428582e-05,1.886314021248836e-05
30,50699,1.4421087144000921e-05,1.1135264685435686e-05,3.285822458565235e-06
30,50709,0.00011017020005965605,2.0686313291662373e-05,8.948388858698308e-05
30,50719,1.1489033568068407e-05,9.86091163213132e-06,1.6281221633107634e-06
30,50729,2.990078428410925e-05,1.576160138938576e-05,1.4139183804218192e-05
30,50739,1.4410536095965654e-05,1.1911850378965028e-05,2.498685262253275e-06
30,50749,2.9194903618190438e-05,1.4464148989645764e-05,1.4730755538039375e-05
30,50759,1.3209052667662036e-05,1.0296967047906946e-05,2.9120856197550893e-06
30,50769,1.2095380043319892e-05,1.0288908924849238e-05,1.806471459531167e-06
30,50779,1.5840936612221412e-05,1.2330444405961316e-05,3.510492661007447e-06
30,50789,0.00010916850442299619,1.9027089365408756e-05,9.014141687657684e-05
30,50799,1.2897615306428634e-05,1.082382550521288e-05,2.073790255963104e-06
30,50809,0.00012596618034876883,2.0280020180507563e-05,0.00010568615834927186
30,50819,1.5652916772523895e-05,1.1525254194566514e-05,4.1276625779573806e-06
30,50829,1.5782046830281615e-05,1.1737109161913395e-05,4.044938577862922e-06
30,50839,1.4485992323898245e-05,1.1556071513041388e-05,2.9299208108568564e-06
30,50849,1.58885359269334e-05,1.1979965165664908e-05,3.908570306521142e-06
30,50859,1.4756813470739871e-05,1.2277011592232157e-05,2.4798023332550656e-06
30,50869,1.7199397916556336e-05,1.1978898328379728e-05,5.220500042923959e-06
30,50879,1.3476725143846124e-05,1.099785731639713e-05,2.4788680548226694e-06
30,50889,1.8661856302060187e-05,1.3573797332355753e-05,5.088059879199136e-06
30,50899,1.5372839698102325e-05,1.2176229574833997e-05,3.196610350642004e-06
30,50909,1.864127625594847e-05,1.220262493006885e-05,6.438650871132268e-06
30,50919,0.04235135391354561,3.5466211556922644e-05,0.04231588914990425
30,50929,1.7171609215438366e-05,1.2858803529525176e-05,4.312805231165839e-06
30,50939,1.4816892871749587e-05,1.1871778951899614e-05,2.945114374597324e-06
30,50949,1.0478444892214611e-05,9.295815289078746e-06,1.1826293757621897e-06
30,50959,1.7241902241948992e-05,1.2907855307275895e-05,4.334046934673097e-06
30,50969,1.5420228010043502e-05,1.2136578334320802e-05,3.2836496757226996e-06
30,50979,0.00011144883319502696,2.1891844880883582e-05,8.955699013313279e-05
30,50989,0.0001330909290118143,2.19881421799073e-05,0.0001111027886508964
30,50999,1.3771375961368904e-05,1.1329724657116458e-05,2.441650849505095e-06
30,51009,3.102740811300464e-05,1.4443833606492262e-05,1.6583573597017676e-05
30,51019,1.4013225154485554e-05,1.1358634765201714e-05,2.654590161910164e-06
30,51029,1.6603995391051285e-05,1.291759963351069e-05,3.6863957575405948e-06
30,51039,1.2864138625445776e-05,1.0570763151918072e-05,2.2933750187803525e-06
30,51049,1.2018935194646474e-05,9.909966138366144e-06,2.1089692836540053e-06
30,51059,1.2707885616691783e-05,9.54387905949261e-06,3.1640070119465236e-06
30,51069,1.1517615348566324e-05,9.676295121607836e-06,1.8413197722111363e-06
30,51079,1.3139817383489572e-05,1.0760322766145691e-05,2.379494389970205e-06
30,51089,1.5385592632810585e-05,1.2164919098722748e-05,3.220674216208863e-06
30,51099,1.2074801816197578e-05,1.0164662853640039e-05,1.9101391899312148e-06
30,51109,4.445818194653839e-05,1.5880934370215982e-05,2.8577247576322407e-05
30,51119,8.799957868177444e-05,1.984812661248725e-05,6.815145025029778e-05
30,51129,1.383343078487087e-05,1.0666002708603628e-05,3.1674280762672424e-06
30,51139,7.206847658380866e-05,2.0523439161479473e-05,5.1545041060307994e-05
30,51149,1.2845464880228974e-05,1.0570256563369185e-05,2.2752080894861137e-06
30,51159,1.2918267202621792e-05,1.0773066605906934e-05,2.1452003693411825e-06
30,51169,1.2434872587618884e-05,1.0358318832004443e-05,2.076553755614441e-06
30,51179,7.200849358923733e-05,1.883090953924693e-05,5.317758768796921e-05
30,51189,1.606195291969925e-05,1.2523833902378101e-05,3.538119699442177e-06
30,51199,1.1213853213121183e-05,9.523479093331844e-06,1.6903736650419887e-06
30,51209,1.2508879080996849e-05,1.0498821211513132e-05,2.0100578694837168e-06
30,51219,0.18269813060760498,1.8493516108719632e-05,0.18267963826656342
30,51229,1.4561050193151459e-05,1.1554737284313887e-05,3.0063126814638963e-06
30,51239,1.3898797988076694e-05,1.038092523231171e-05,3.5178723010176327e-06
30,51249,0.10112369805574417,1.9136581613565795e-05,0.10110456496477127
30,51259,1.5931480447761714e-05,1.2678937309829053e-05,3.2525429105589865e-06
30,51269,1.643952782615088e-05,1.2134229109506123e-05,4.305299171392107e-06
30,51279,0.04017175734043121,2.8202852263348177e-05,0.04014355316758156
30,51289,1.5727715435787104e-05,1.0793723959068302e-05,4.933991476718802e-06
30,51299,1.4115055819274858e-05,1.0936613762169145e-05,3.178441829732037e-06
30,51309,1.5081690435181372e-05,1.0640109394444153e-05,4.441580585989868e-06
30,51319,1.2987176887691021e-05,1.0292660590494052e-05,2.694516524570645e-06
30,51329,1.3764064533461351e-05,1.1267156878602691e-05,2.4969074274849845e-06
30,51339,1.868244908109773e-05,1.2123447049816605e-05,6.559002031281125e-06
30,51349,0.00010713379015214741,2.1594969439320266e-05,8.553882071282715e-05
30,51359,1.7420014046365395e-05,1.3215194485383108e-05,4.204818651487585e-06
30,51369,6.409897468984127e-05,1.8173643184127286e-05,4.5925331505713984e-05
30,51379,1.8571990949567407e-05,1.3447361197904684e-05,5.1246306611574255e-06
30,51389,1.2086054994142614e-05,9.948003935278393e-06,2.138051058864221e-06
30,51399,6.0660218878183514e-05,1.755922676238697e-05,4.310099029680714e-05
30,51409,9.062180470209569e-05,2.038471939158626e-05,7.023708167253062e-05
30,51419,1.660890302446205e-05,1.2511426575656515e-05,4.097475994058186e-06
30,51429,1.3671275155502371e-05,1.1206439921807032e-05,2.464835006321664e-06
30,51439,1.2157306628068909e-05,1.0366728929511737e-05,1.7905775848703342e-06
30,51449,1.4071883015276399e-05,1.1337275282130577e-05,2.7346079605194973e-06
30,51459,1.588936720509082e-05,1.2227911611262243e-05,3.6614551390812267e-06
30,51469,1.0515868780203164e-05,8.922861525206827e-06,1.593007254996337e-06
30,51479,3.116419247817248e-05,1.4538476534653455e-05,1.6625714124529622e-05
30,51489,1.9055036318604834e-05,1.3184310773795005e-05,5.8707255448098294e-06
30,51499,1.4565594938176218e-05,1.18962925625965e-05,2.669302148206043e-06
30,51509,1.7648966604610905e-05,1.2941972272528801e-05,4.706993422587402e-06
30,51519,1.3455812222673558e-05,1.0939898857031949e-05,2.5159131382679334e-06
30,51529,1.37545484903967e-05,1.1224879926885478e-05,2.529668790884898e-06
30,51539,1.3934975868323818e-05,1.0865757758438122e-05,3.069218564633047e-06
30,51549,0.18486320972442627,2.165916703233961e-05,0.18484154343605042
30,51559,6.140395998954773e-05,1.5397243259940296e-05,4.600671672960743e-05
30,51569,1.400911423843354e-05,1.0914111953752581e-05,3.095002284680959e-06
30,51579,9.119221795117483e-05,1.5926210835459642e-05,7.526600529672578e-05
30,51589,1.0340576409362257e-05,9.060736374522094e-06,1.279839580092812e-06
30,51599,7.013471622485667e-05,1.8271930457558483e-05,5.186278576729819e-05
30,51609,1.613106724107638e-05,1.1790545613621362e-05,4.3405211727076676e-06
30,51619,1.7701888282317668e-05,1.34024312501424e-05,4.29945748692262e-06
30,51629,1.725557740428485e-05,1.2775655704899691e-05,4.479921244637808e-06
30,51639,3.056896093767136e-05,1.5777070075273514e-05,1.4791892681387253e-05
30,51649,8.855794294504449e-05,1.8222788639832288e-05,7.03351543052122e-05
30,51659,8.236842404585332e-05,2.0240648154867813e-05,6.21277722530067e-05
30,51669,1.611359402886592e-05,1.196475659526186e-05,4.14883834309876e-06
30,51679,1.6953645172179677e-05,1.2642482033697888e-05,4.311163138481788e-06
30,51689,1.641058588575106e-05,1.2138287274865434e-05,4.2722990656329785e-06
30,51699,0.06545869261026382,1.4719789760420099e-05,0.0654439702630043
30,51709,9.80658114713151e-06,8.50542801345e-06,1.3011532473683474e-06
30,51719,0.00020754162687808275,2.8498108804342337e-05,0.00017904351989272982
30,51729,1.929133213707246e-05,1.4010704035172239e-05,5.280627647152869e-06
30,51739,6.2576487835031e-05,2.1126599676790647e-05,4.144988997722976e-05
30,51749,1.8809889297699556e-05,1.3170599231671076e-05,5.6392900660284795e-06
30,51759,1.2157757737440988e-05,9.949287232302595e-06,2.208470732512069e-06
30,51769,1.8069704310619272e-05,1.302294731431175e-05,5.046757451054873e-06
30,51779,1.2302450159040745e-05,1.0362924513174221e-05,1.939525418492849e-06
30,51789,1.6266531019937247e-05,1.2460303878469858e-05,3.8062271414673887e-06
30,51799,1.9239627363276668e-05,1.3643281818076503e-05,5.596345999947516e-06
31,51809,1.1873242328874767e-05,9.96580274659209e-06,1.9074398096563527e-06
31,51819,1.3168022633180954e-05,1.0618020496622194e-05,2.550001681811409e-06
31,51829,1.393906040902948e-05,1.1591081602091435e-05,2.3479785795643693e-06
31,51839,1.5403458746732213e-05,1.182612595584942e-05,3.577333245630143e-06
31,51849,1.511984555691015e-05,1.1777810868807137e-05,3.3420344607293373e-06
31,51859,1.664633418840822e-05,1.247890031663701e-05,4.167433871771209e-06
31,51869,1.1282634659437463e-05,9.810799383558333e-06,1.4718349348186166e-06
31,51879,2.1902018488617614e-05,1.5374969734693877e-05,6.527049208671087e-06
31,51889,1.3794427104585338e-05,1.101890029531205e-05,2.775526581899612e-06
31,51899,1.0007101082010195e-05,8.829802936816122e-06,1.1772985999414232e-06
31,51909,1.5537416402366944e-05,1.2071286619175225e-05,3.4661295558180427e-06
31,51919,1.6209840396186337e-05,1.162482840300072e-05,4.585011083690915e-06
31,51929,1.3401402611634694e-05,1.1082591299782507e-05,2.318810857104836e-06
31,51939,1.220708236360224e-05,1.0225698133581318e-05,1.9813842300209217e-06
31,51949,1.1644267033261713e-05,9.60499619395705e-06,2.039270611930988e-06
31,51959,1.1614403774728999e-05,9.45683495956473e-06,2.157568360416917e-06
31,51969,1.2450504073058255e-05,1.0617022780934349e-05,1.8334817468712572e-06
31,51979,1.1088096471212339e-05,9.545641660224646e-06,1.5424544699271792e-06
31,51989,1.8944247131003067e-05,1.2649396012420766e-05,6.294851573329652e-06
31,51999,5.4912401537876576e-05,1.5024235835880972e-05,3.98881638830062e-05
31,52009,1.1413726497266907e-05,9.574641808285378e-06,1.8390845752946916e-06
31,52019,1.5396153685287572e-05,1.1267364243394695e-05,4.128788987145526e-06
31,52029,1.8660670320969075e-05,1.3726611541642342e-05,4.934059688821435e-06
31,52039,1.6504582163179293e-05,1.2836995665566064e-05,3.667587179734255e-06
31,52049,5.8097873989026994e-05,1.7361508071189746e-05,4.073636591783725e-05
31,52059,1.3960263459011912e-05,1.1244368579355069e-05,2.7158951070305193e-06
31,52069,0.24451960623264313,1.8591894331621006e-05,0.2445010095834732
31,52079,1.3735195352637675e-05,1.1306849046377465e-05,2.4283463062602095e-06
31,52089,1.1914447895833291e-05,1.0429595931782387e-05,1.4848524187982548e-06
31,52099,1.0468255823070649e-05,8.984552550828084e-06,1.4837032722425647e-06
31,52109,1.3827562725055031e-05,1.102368605643278e-05,2.803876895995927e-06
31,52119,4.055398312630132e-05,1.7514828869025223e-05,2.3039154257276095e-05
31,52129,1.2336742656771094e-05,1.0162338185182307e-05,2.1744042442151112e-06
31,52139,1.2705205335805658e-05,1.071064889401896e-05,1.994556441786699e-06
31,52149,1.4160521459416486e-05,1.1500485925353132e-05,2.6600350793160032e-06
31,52159,1.5225798051687889e-05,1.1181175977981184e-05,4.044621618959354e-06
31,52169,1.2746982974931598e-05,1.0706077773647849e-05,2.0409056560311e-06
31,52179,2.2434138372773305e-05,1.5294217519112863e-05,7.139921763155144e-06
31,52189,1.221558250108501e-05,1.0249317710986361e-05,1.9662647900986485e-06
31,52199,1.4128445400274359e-05,1.0967874004563782e-05,3.1605713957105763e-06
31,52209,1.2081330169166904e-05,1.0260129784001037e-05,1.8212000441053533e-06
31,52219,1.0009078323491849e-05,8.571330909035169e-06,1.4377476418303559e-06
31,52229,6.014000246068463e-05,1.8397675376036204e-05,4.1742328903637826e-05
31,52239,1.3324361134436913e-05,1.1226098649785854e-05,2.09826293939841e-06
31,52249,7.382479088846594e-05,1.7596481484360993e-05,5.622830576612614e-05
31,52259,1.8220256606582552e-05,1.3052097528998274e-05,5.168158168089576e-06
31,52269,3.0429921025643125e-05,1.3948174455435947e-05,1.648174657020718e-05
31,52279,1.5118422197701875e-05,1.1850736882479396e-05,3.267685087848804e-06
31,52289,1.2173073628218845e-05,1.0305024261469953e-05,1.8680491393752163e-06
31,52299,0.0658445656299591,1.4852130334475078e-05,0.06582971662282944
31,52309,1.8042046576738358e-05,1.2922715541208163e-05,5.119331945024896e-06
31,52319,1.2468784916563891e-05,1.0223326171399094e-05,2.2454587451647967e-06
31,52329,1.1784759408328682e-05,9.961157957150135e-06,1.8236017922390602e-06
31,52339,1.1910968169104308e-05,9.731582395033911e-06,2.1793860014440725e-06
31,52349,4.3761210690718144e-05,1.5809808246558532e-05,2.7951402444159612e-05
31,52359,2.3325032088905573e-05,1.4230950910132378e-05,9.094081178773195e-06
31,52369,1.4606941476813518e-05,1.1341065146552864e-05,3.2658761028869776e-06
31,52379,1.6221190890064463e-05,1.2926104318466969e-05,3.295087481092196e-06
31,52389,1.570671702211257e-05,1.2440612408681773e-05,3.266105068178149e-06
31,52399,1.6165269698831253e-05,1.2460644938983023e-05,3.7046247598482296e-06
31,52409,1.4201363228494301e-05,1.1265204193477985e-05,2.936159489763668e-06
31,52419,1.584060737513937e-05,1.1855820048367605e-05,3.984787326771766e-06
31,52429,1.2580147085827775e-05,1.026832342176931e-05,2.3118241188058164e-06
31,52439,1.4940167602617294e-05,1.1817161976068746e-05,3.1230058539222227e-06
31,52449,2.456471702316776e-05,1.3092920198687352e-05,1.1471796824480407e-05
31,52459,1.4421048035728745e-05,1.1550508133950643e-05,2.8705396744044265e-06
31,52469,1.4237547475204337e-05,1.1340207493049093e-05,2.897339982155245e-06
31,52479,0.027458515018224716,1.3770996702078264e-05,0.02744474448263645
31,52489,1.2052652891725302e-05,1.0266993740515318e-05,1.7856590375231463e-06
31,52499,1.301955126109533e-05,1.0805499186972156e-05,2.214052074123174e-06
31,52509,1.6537869669264182e-05,1.2613864782906603e-05,3.92400534110493e-06
31,52519,1.3369033695198596e-05,1.0815548193932045e-05,2.553485956013901e-06
31,52529,1.2086835340596735e-05,9.792483069759328e-06,2.294352043463732e-06
31,52539,9.955224413715769e-06,8.653964869154152e-06,1.3012593171879416e-06
31,52549,1.4008000107423868e-05,1.112597601604648e-05,2.8820238640037132e-06
31,52559,1.1839051694551017e-05,9.813857104745694e-06,2.025194817178999e-06
31,52569,1.4998045116954017e-05,1.2102918844902888e-05,2.895126044677454e-06
31,52579,1.2690700714301784e-05,1.0245832527289167e-05,2.444867959638941e-06
31,52589,1.815730684029404e-05,1.3481746464094613e-05,4.675560376199428e-06
31,52599,1.7743850548868068e-05,1.3076606592221651e-05,4.667244411393767e-06
31,52609,1.1079245268774685e-05,9.753575795912184e-06,1.3256695865493384e-06
31,52619,1.1466547221061774e-05,9.662124284659512e-06,1.8044229364022613e-06
31,52629,1.6898316971492022e-05,1.2034402061544824e-05,4.863914000452496e-06
31,52639,1.8060532966046594e-05,1.3085119462630246e-05,4.975413048668997e-06
31,52649,1.4818133422522806e-05,1.1442524737503845e-05,3.375608912392636e-06
31,52659,1.4314359759737272e-05,1.1636308045126498e-05,2.6780514872370986e-06
31,52669,1.514152972958982e-05,1.226136191689875e-05,2.8801673579437193e-06
31,52679,2.229660822195001e-05,1.5109345440578181e-05,7.187262781371828e-06
31,52689,2.0461746316868812e-05,1.3839746316079982e-05,6.6219990912941284e-06
31,52699,1.482088555349037e-05,1.1847308087453712e-05,2.9735772386629833e-06
31,52709,1.5423374861711636e-05,1.2292735846131109e-05,3.1306399250752293e-06
31,52719,9.019745630212128e-05,2.0264065824449062e-05,6.993339047767222e-05
31,52729,1.284689915337367e-05,1.0560598639131058e-05,2.286300514242612e-06
31,52739,1.1954725778196007e-05,9.998929272114765e-06,1.9557962787075667e-06
31,52749,1.1291065675322898e-05,9.437854714633431e-06,1.8532111880631419e-06
31,52759,3.73545044567436e-05,1.528969187347684e-05,2.206481440225616e-05
31,52769,1.5403147699544206e-05,1.217220415128395e-05,3.230943320886581e-06
31,52779,1.7571270291227847e-05,1.2706443158094771e-05,4.864828042627778e-06
31,52789,1.1813623132184148e-05,9.492140634392854e-06,2.3214822704176186e-06
31,52799,1.4204996659827884e-05,1.0733910130511504e-05,3.471086301942705e-06
31,52809,0.18040454387664795,1.695778701105155e-05,0.18038758635520935
31,52819,0.0001379594614263624,2.2368772988556884e-05,0.00011559068661881611
31,52829,0.0001842916099121794,2.7394018616178073e-05,0.00015689758583903313
31,52839,2.0116871382924728e-05,1.4258379451348446e-05,5.858491931576282e-06
31,52849,1.1480085959192365e-05,9.855655662249774e-06,1.6244306380031048e-06
31,52859,1.6773576135165058e-05,1.3110759027767926e-05,3.6628171073971316e-06
31,52869,1.5358920791186392e-05,1.211078415508382e-05,3.2481357266078703e-06
31,52879,1.8216614989796653e-05,1.2061545021424536e-05,6.155070423119469e-06
31,52889,1.2043085916957352e-05,1.010950654745102e-05,1.9335791421326576e-06
31,52899,2.0651385057135485e-05,1.3204527931520715e-05,7.446857580362121e-06
31,52909,4.053310476592742e-05,1.4963468856876716e-05,2.5569635909050703e-05
31,52919,1.5074640032253228e-05,1.1686486686812714e-05,3.388153118066839e-06
31,52929,1.5088038708199747e-05,1.1650297892629169e-05,3.437741270317929e-06
31,52939,1.4465183994616382e-05,1.1701576113409828e-05,2.7636083359539043e-06
31,52949,1.0964829925796948e-05,9.49652985582361e-06,1.4683000699733384e-06
31,52959,1.605401121196337e-05,1.2278308531676885e-05,3.7757026802864857e-06
31,52969,4.0523376810597256e-05,1.712524681352079e-05,2.3398129997076467e-05
31,52979,1.0931084943877067e-05,9.522193067823537e-06,1.408891762366693e-06
31,52989,1.419558066118043e-05,1.1607115993683692e-05,2.588465122244088e-06
31,52999,1.2738542864099145e-05,1.0053388905362226e-05,2.6851544134842698e-06
31,53009,1.0385507266619243e-05,9.29939324123552e-06,1.0861136843232089e-06
31,53019,1.1288843779766466e-05,9.594164112058934e-06,1.694679554020695e-06
31,53029,1.110344055632595e-05,9.637717084842734e-06,1.4657230167358648e-06
31,53039,1.4040987480257172e-05,1.068355868483195e-05,3.3574290227988968e-06
31,53049,1.1872308277816046e-05,9.607031643099617e-06,2.2652764073427534e-06
31,53059,1.5199329027382191e-05,1.143546342063928e-05,3.7638658341165865e-06
31,53069,1.7481685063103214e-05,1.2901513400720432e-05,4.580172571877483e-06
31,53079,1.6697242244845256e-05,1.2461502592486795e-05,4.235738742863759e-06
31,53089,1.5358125892817043e-05,1.1801372238551266e-05,3.55675297214475e-06
31,53099,1.0416481018182822e-05,9.02205465536099e-06,1.3944265901955077e-06
31,53109,1.3164418305677827e-05,1.0251455933030229e-05,2.912962600021274e-06
31,53119,0.043267447501420975,1.91179115063278e-05,0.04324832931160927
31,53129,1.3958268937130924e-05,1.1367154911567923e-05,2.5911140255630016e-06
31,53139,1.2647998119064141e-05,1.0794452464324422e-05,1.8535458821133943e-06
31,53149,1.465416880819248e-05,1.1187223208253272e-05,3.466945827312884e-06
31,53159,1.416194390913006e-05,1.107281514123315e-05,3.0891289952705847e-06
31,53169,7.438063039444387e-05,2.0661995222326368e-05,5.3718631534138694e-05
31,53179,1.347448596789036e-05,1.1059845746785868e-05,2.4146402211044915e-06
31,53189,1.5363370039267465e-05,1.2104229426768143e-05,3.259140157751972e-06
31,53199,1.1137591172882821e-05,9.52534446696518e-06,1.6122467059176415e-06
31,53209,1.3322147424332798e-05,1.0917823601630516e-05,2.404324277449632e-06
31,53219,1.3031988601142075e-05,1.0423224011901766e-05,2.6087643618666334e-06
31,53229,1.599883944436442e-05,1.2520782547653653e-05,3.4780573514581192e-06
31,53239,1.543547841720283e-05,1.1653321962512564e-05,3.782156227316591e-06
31,53249,1.2700043953373097e-05,1.0076996659336146e-05,2.6230468392896e-06
31,53259,1.6621586837572977e-05,1.3217277228250168e-05,3.4043100640701596e-06
31,53269,0.2410682886838913,2.2378693756763823e-05,0.24104590713977814
31,53279,1.191051251225872e-05,9.669965038483497e-06,2.2405472464015475e-06
31,53289,1.5273386452463455e-05,1.2051758858433459e-05,3.221628276151023e-06
31,53299,1.803270060918294e-05,1.2518340554379392e-05,5.514360509550897e-06
31,53309,1.3460407899401616e-05,1.1194225407962222e-05,2.2661824914393947e-06
31,53319,1.3261947970022447e-05,1.0562606803432573e-05,2.6993413939635502e-06
31,53329,1.6333417079295032e-05,1.1435356100264471e-05,4.898061433777912e-06
31,53339,5.453143239719793e-05,1.626059201953467e-05,3.8270842196652666e-05
31,53349,1.1641807759588119e-05,1.0265159289701842e-05,1.3766484698862769e-06
31,53359,1.1852132956846617e-05,9.910541848512366e-06,1.9415915630816016e-06
31,53369,1.3650899745698553e-05,1.0171934263780713e-05,3.4789654819178395e-06
31,53379,1.1201424968021456e-05,9.440676876693033e-06,1.760747863954748e-06
31,53389,2.043796303041745e-05,1.3025864973315038e-05,7.412098057102412e-06
31,53399,1.545282248116564e-05,1.2274628716113511e-05,3.178193992425804e-06
31,53409,1.5367033483926207e-05,1.195309596369043e-05,3.413937520235777e-06
31,53419,1.8984275811817497e-05,1.2709790098597296e-05,6.2744852584728505e-06
31,53429,1.1961469681409653e-05,1.0085106623591855e-05,1.8763632851914736e-06
31,53439,1.358700046694139e-05,1.125919970945688e-05,2.327800530110835e-06
31,53449,0.18145091831684113,1.7376225514453836e-05,0.1814335435628891
31,53459,1.4765489140700083e-05,1.18336565719801e-05,2.9318327960936585e-06
31,53469,1.735584737616591e-05,1.2509460248111282e-05,4.846388037549332e-06
32,53479,1.2169090041425079e-05,1.0172661859542131e-05,1.996427727135597e-06
32,53489,1.528760367364157e-05,1.2479779798013624e-05,2.807824330375297e-06
32,53499,0.0001271619985345751,2.5911720513249747e-05,0.00010125028347829357
32,53509,1.2578422683873214e-05,1.0403134183434304e-05,2.175288045691559e-06
32,53519,1.4681523680337705e-05,1.2021087059110869e-05,2.6604368486005114e-06
32,53529,1.3055805538897403e-05,1.0304886018275283e-05,2.7509197479957948e-06
32,53539,1.569351661601104e-05,1.1529968105605803e-05,4.163548510405235e-06
32,53549,1.3534272511606105e-05,1.128017083829036e-05,2.2541021280630957e-06
32,53559,2.7818539820145816e-05,1.4321762137115002e-05,1.3496778592525516e-05
32,53569,1.4821575859969016e-05,1.1257361620664597e-05,3.564214011930744e-06
32,53579,1.2471340596675873e-05,1.0382414984633215e-05,2.088926066790009e-06
32,53589,1.2533122571767308e-05,1.009796505968552e-05,2.435157512081787e-06
32,53599,1.3283179214340635e-05,1.091749709303258e-05,2.365681666560704e-06
32,53609,1.2880682334071025e-05,9.945339115802199e-06,2.935342990895151e-06
32,53619,1.4173388080962468e-05,1.0698871847125702e-05,3.4745162338367663e-06
32,53629,1.2075171071046498e-05,1.0101568477693945e-05,1.973602365978877e-06
32,53639,1.0773861504276283e-05,9.469014912610874e-06,1.3048469327259227e-06
32,53649,1.2736004464386497e-05,1.0584215488051996e-05,2.151788976334501e-06
32,53659,1.3802447028865572e-05,1.0919792657659855e-05,2.8826543712057173e-06
