epoch,iteration,total_loss,L1
0,9,0.0003620052302721888,0.0003620052302721888
0,19,0.00031706743175163865,0.00031706743175163865
0,29,0.00030290120048448443,0.00030290120048448443
0,39,0.0002831330057233572,0.0002831330057233572
0,49,0.00028794625541195273,0.00028794625541195273
0,59,0.0002861084940377623,0.0002861084940377623
0,69,0.00025128794368356466,0.00025128794368356466
0,79,0.0002478924870956689,0.0002478924870956689
0,89,0.00021555637067649513,0.00021555637067649513
0,99,0.00022686520242132246,0.00022686520242132246
0,109,0.00021707522682845592,0.00021707522682845592
0,119,0.00021455303067341447,0.00021455303067341447
0,129,0.00021678752091247588,0.00021678752091247588
0,139,0.0002309625269845128,0.0002309625269845128
0,149,0.00021011846547480673,0.00021011846547480673
0,159,0.00023059074010234326,0.00023059074010234326
0,169,0.00020552078785840422,0.00020552078785840422
0,179,0.0002045255241682753,0.0002045255241682753
0,189,0.00018202066712547094,0.00018202066712547094
0,199,0.00018790937610901892,0.00018790937610901892
0,209,0.00019001736654900014,0.00019001736654900014
0,219,0.00020347868849057704,0.00020347868849057704
0,229,0.00019192819308955222,0.00019192819308955222
0,239,0.00017684818885754794,0.00017684818885754794
0,249,0.00017717358423396945,0.00017717358423396945
0,259,0.00020079895330127329,0.00020079895330127329
0,269,0.00018302083481103182,0.00018302083481103182
0,279,0.0001944893301697448,0.0001944893301697448
0,289,0.0001989558950299397,0.0001989558950299397
0,299,0.00017846391710918397,0.00017846391710918397
0,309,0.00018305351841263473,0.00018305351841263473
0,319,0.00020226628112141043,0.00020226628112141043
0,329,0.0001713286474114284,0.0001713286474114284
0,339,0.00016908430552575737,0.00016908430552575737
0,349,0.00017689964442979544,0.00017689964442979544
0,359,0.0001741322921589017,0.0001741322921589017
0,369,0.00015384069411084056,0.00015384069411084056
0,379,0.0001628305035410449,0.0001628305035410449
0,389,0.00017323956126347184,0.00017323956126347184
0,399,0.00016402317851316184,0.00016402317851316184
0,409,0.00018460556748323143,0.00018460556748323143
0,419,0.00017192181257996708,0.00017192181257996708
0,429,0.00017231216770596802,0.00017231216770596802
0,439,0.00016695827071089298,0.00016695827071089298
0,449,0.00016814334958326072,0.00016814334958326072
0,459,0.0001748592039803043,0.0001748592039803043
0,469,0.00014784942322876304,0.00014784942322876304
0,479,0.00019818375585600734,0.00019818375585600734
0,489,0.00015957187861204147,0.00015957187861204147
0,499,0.00017162231961265206,0.00017162231961265206
0,509,0.00015201438509393483,0.00015201438509393483
0,519,0.0001969745644601062,0.0001969745644601062
0,529,0.00015047070337459445,0.00015047070337459445
0,539,0.00014257902512326837,0.00014257902512326837
0,549,0.00015840413107071072,0.00015840413107071072
0,559,0.00017598328122403473,0.00017598328122403473
0,569,0.00015271545271389186,0.00015271545271389186
0,579,0.00014366864343173802,0.00014366864343173802
0,589,0.00015208989498205483,0.00015208989498205483
0,599,0.000164103796123527,0.000164103796123527
0,609,0.00019023194909095764,0.00019023194909095764
0,619,0.00014829394058324397,0.00014829394058324397
0,629,0.00016235381190199405,0.00016235381190199405
0,639,0.00016293209046125412,0.00016293209046125412
0,649,0.00016211043111979961,0.00016211043111979961
0,659,0.00014345756790135056,0.00014345756790135056
0,669,0.0001652080100029707,0.0001652080100029707
0,679,0.0001572784676682204,0.0001572784676682204
0,689,0.00016548622807022184,0.00016548622807022184
0,699,0.0001452320284442976,0.0001452320284442976
0,709,0.00016448738460894674,0.00016448738460894674
0,719,0.00018082826863974333,0.00018082826863974333
0,729,0.00015998250455595553,0.00015998250455595553
0,739,0.00015638557670172304,0.00015638557670172304
0,749,0.0001639483671169728,0.0001639483671169728
0,759,0.00016017217421904206,0.00016017217421904206
0,769,0.00016855694411788136,0.00016855694411788136
0,779,0.0001634829823160544,0.0001634829823160544
0,789,0.0001474125892855227,0.0001474125892855227
0,799,0.00015428801998496056,0.00015428801998496056
0,809,0.0001534735201857984,0.0001534735201857984
0,819,0.0001431612326996401,0.0001431612326996401
0,829,0.00016089192649815232,0.00016089192649815232
0,839,0.00015573286509606987,0.00015573286509606987
0,849,0.00014430984447244555,0.00014430984447244555
0,859,0.0001674168452154845,0.0001674168452154845
0,869,0.00016827577201183885,0.00016827577201183885
0,879,0.00012960072490386665,0.00012960072490386665
0,889,0.00015925186744425446,0.00015925186744425446
0,899,0.0001476881152484566,0.0001476881152484566
0,909,0.00014707179798278958,0.00014707179798278958
0,919,0.00014146450848784298,0.00014146450848784298
0,929,0.0001376224827254191,0.0001376224827254191
0,939,0.00012588272511493415,0.00012588272511493415
0,949,0.00014956777158658952,0.00014956777158658952
0,959,0.0001701936562312767,0.0001701936562312767
0,969,0.00012512753892224282,0.00012512753892224282
0,979,0.00014057138469070196,0.00014057138469070196
0,989,0.00013390039384830743,0.00013390039384830743
0,999,0.0001251129142474383,0.0001251129142474383
0,1009,0.00013721422874368727,0.00013721422874368727
0,1019,0.0001421275665052235,0.0001421275665052235
0,1029,0.00015426785103045404,0.00015426785103045404
0,1039,0.00017307458620052785,0.00017307458620052785
0,1049,0.0001369135279674083,0.0001369135279674083
0,1059,0.0001436228194506839,0.0001436228194506839
0,1069,0.00011774044105550274,0.00011774044105550274
0,1079,0.00013031788694206625,0.00013031788694206625
0,1089,0.00017651788948569447,0.00017651788948569447
0,1099,0.00013348468928597867,0.00013348468928597867
0,1109,0.0001441751082893461,0.0001441751082893461
0,1119,0.00013470803969539702,0.00013470803969539702
0,1129,0.00014228606596589088,0.00014228606596589088
0,1139,0.00012127583613619208,0.00012127583613619208
0,1149,0.00013563167885877192,0.00013563167885877192
0,1159,0.00015006765897851437,0.00015006765897851437
0,1169,0.000137296476168558,0.000137296476168558
0,1179,0.00012361629342194647,0.00012361629342194647
0,1189,0.00013062373909633607,0.00013062373909633607
0,1199,0.00015458313282579184,0.00015458313282579184
0,1209,0.00014090590411797166,0.00014090590411797166
0,1219,0.00011850004375446588,0.00011850004375446588
0,1229,0.00015566764341201633,0.00015566764341201633
0,1239,0.00015871479990892112,0.00015871479990892112
0,1249,0.0001612146879779175,0.0001612146879779175
0,1259,0.00013186916476115584,0.00013186916476115584
0,1269,0.00012769589375238866,0.00012769589375238866
0,1279,0.0001400354813085869,0.0001400354813085869
0,1289,0.00013298752310220152,0.00013298752310220152
0,1299,0.00014789975830353796,0.00014789975830353796
0,1309,0.00012670608703047037,0.00012670608703047037
0,1319,0.00014357450709212571,0.00014357450709212571
0,1329,0.00017228593060281128,0.00017228593060281128
0,1339,0.00014034284686204046,0.00014034284686204046
0,1349,0.00013251257769297808,0.00013251257769297808
0,1359,0.0001254264498129487,0.0001254264498129487
0,1369,0.0001337210414931178,0.0001337210414931178
0,1379,0.0002014544588746503,0.0002014544588746503
0,1389,0.00011209120566491038,0.00011209120566491038
0,1399,0.00011515435471665114,0.00011515435471665114
0,1409,0.0001123192414524965,0.0001123192414524965
0,1419,0.00012620037887245417,0.00012620037887245417
0,1429,0.0001177958765765652,0.0001177958765765652
0,1439,0.00013017695164307952,0.00013017695164307952
0,1449,0.00011741147318389267,0.00011741147318389267
0,1459,0.00014389041461981833,0.00014389041461981833
0,1469,0.00012115716526750475,0.00012115716526750475
0,1479,0.0001316682028118521,0.0001316682028118521
0,1489,0.00013080205826554447,0.00013080205826554447
0,1499,0.00014096767699811608,0.00014096767699811608
0,1509,0.00011766091483877972,0.00011766091483877972
0,1519,0.00013793680409435183,0.00013793680409435183
0,1529,0.00011289658141322434,0.00011289658141322434
0,1539,0.0001204497239086777,0.0001204497239086777
0,1549,0.00013435454457066953,0.00013435454457066953
0,1559,0.00014060574176255614,0.00014060574176255614
0,1569,0.000137544353492558,0.000137544353492558
0,1579,0.00010076995386043563,0.00010076995386043563
0,1589,0.0001536461932118982,0.0001536461932118982
0,1599,0.00011730337428161874,0.00011730337428161874
0,1609,0.00013151684834156185,0.00013151684834156185
0,1619,0.00016221262922044843,0.00016221262922044843
0,1629,0.00011418080248404294,0.00011418080248404294
0,1639,0.0001261456636711955,0.0001261456636711955
0,1649,0.00011540047853486612,0.00011540047853486612
0,1659,0.00012738531222566962,0.00012738531222566962
0,1669,0.00012450756912585348,0.00012450756912585348
1,1679,0.00010048691183328629,0.00010048691183328629
1,1689,0.0001273375382879749,0.0001273375382879749
1,1699,0.00013162274262867868,0.00013162274262867868
1,1709,0.0001305561454501003,0.0001305561454501003
1,1719,0.00014903330884408206,0.00014903330884408206
1,1729,0.00014229801308829337,0.00014229801308829337
1,1739,0.00011998532863799483,0.00011998532863799483
1,1749,0.000125169288367033,0.000125169288367033
1,1759,0.00012200858327560127,0.00012200858327560127
1,1769,0.00010402851330582052,0.00010402851330582052
1,1779,0.00013666403538081795,0.00013666403538081795
1,1789,0.00013093533925712109,0.00013093533925712109
1,1799,0.00010702617146307603,0.00010702617146307603
1,1809,0.00011150194040965289,0.00011150194040965289
1,1819,0.00011866722343256697,0.00011866722343256697
1,1829,0.000106036190118175,0.000106036190118175
1,1839,0.00013183087867219,0.00013183087867219
1,1849,0.00010993261093972251,0.00010993261093972251
1,1859,0.00012985753710381687,0.00012985753710381687
1,1869,9.395492088515311e-05,9.395492088515311e-05
1,1879,0.00011852767056552693,0.00011852767056552693
1,1889,0.00011152956722071394,0.00011152956722071394
1,1899,0.00014693681441713125,0.00014693681441713125
1,1909,0.00012595813313964754,0.00012595813313964754
1,1919,0.0001414272264810279,0.0001414272264810279
1,1929,0.00011754752631532028,0.00011754752631532028
1,1939,0.00011310487752780318,0.00011310487752780318
1,1949,0.00012683995009865612,0.00012683995009865612
1,1959,0.0001152046606875956,0.0001152046606875956
1,1969,0.00010893907165154815,0.00010893907165154815
1,1979,0.0001344494812656194,0.0001344494812656194
1,1989,0.00011384840036043897,0.00011384840036043897
1,1999,0.00011630234803305939,0.00011630234803305939
1,2009,0.0001249665074283257,0.0001249665074283257
1,2019,0.00010956486221402884,0.00010956486221402884
1,2029,0.0001242779690073803,0.0001242779690073803
1,2039,0.00011695356079144403,0.00011695356079144403
1,2049,0.0001478071790188551,0.0001478071790188551
1,2059,0.00014429801376536489,0.00014429801376536489
1,2069,0.00013003013737034053,0.00013003013737034053
1,2079,0.0001210707487189211,0.0001210707487189211
1,2089,0.00012182728096377105,0.00012182728096377105
1,2099,0.0001294144312851131,0.0001294144312851131
1,2109,0.00013027402746956795,0.00013027402746956795
1,2119,8.888351294444874e-05,8.888351294444874e-05
1,2129,9.763627167558298e-05,9.763627167558298e-05
1,2139,0.00011883276602020487,0.00011883276602020487
1,2149,0.00010769890650408342,0.00010769890650408342
1,2159,0.00010986917914124206,0.00010986917914124206
1,2169,0.00011859789083246142,0.00011859789083246142
1,2179,0.00012924903421662748,0.00012924903421662748
1,2189,0.00011005598935298622,0.00011005598935298622
1,2199,0.00013925970415584743,0.00013925970415584743
1,2209,8.200473530450836e-05,8.200473530450836e-05
1,2219,0.00012003556184936315,0.00012003556184936315
1,2229,0.00013997702626511455,0.00013997702626511455
1,2239,0.000133901194203645,0.000133901194203645
1,2249,0.00013951954315416515,0.00013951954315416515
1,2259,0.00011326485400786623,0.00011326485400786623
1,2269,0.00013049943663645536,0.00013049943663645536
1,2279,0.00012193890870548785,0.00012193890870548785
1,2289,0.00010566264973022044,0.00010566264973022044
1,2299,0.00012060510198352858,0.00012060510198352858
1,2309,0.00013382041652221233,0.00013382041652221233
1,2319,0.0001084430405171588,0.0001084430405171588
1,2329,0.00011119994451291859,0.00011119994451291859
1,2339,0.00011794792953878641,0.00011794792953878641
1,2349,0.0001257435214938596,0.0001257435214938596
1,2359,9.62912745308131e-05,9.62912745308131e-05
1,2369,0.00012346524454187602,0.00012346524454187602
1,2379,0.0001183206113637425,0.0001183206113637425
1,2389,9.378980757901445e-05,9.378980757901445e-05
1,2399,0.00011238704610150307,0.00011238704610150307
1,2409,0.00010394588025519624,0.00010394588025519624
1,2419,0.00012289028381928802,0.00012289028381928802
1,2429,0.00011874895426444709,0.00011874895426444709
1,2439,0.0001219750483869575,0.0001219750483869575
1,2449,0.00011040842218790203,0.00011040842218790203
1,2459,0.00010880810441449285,0.00010880810441449285
1,2469,0.00012263108510524035,0.00012263108510524035
1,2479,0.00012821951531805098,0.00012821951531805098
1,2489,9.491968376096338e-05,9.491968376096338e-05
1,2499,8.66521368152462e-05,8.66521368152462e-05
1,2509,0.00012994869030080736,0.00012994869030080736
1,2519,0.00010575800115475431,0.00010575800115475431
1,2529,0.00010615562496241182,0.00010615562496241182
1,2539,0.0001219748446601443,0.0001219748446601443
1,2549,0.00010386217763880268,0.00010386217763880268
1,2559,0.0001284036843571812,0.0001284036843571812
1,2569,9.515696001471952e-05,9.515696001471952e-05
1,2579,0.00010126183042302728,0.00010126183042302728
1,2589,0.00010914874292211607,0.00010914874292211607
1,2599,0.00011722099588951096,0.00011722099588951096
1,2609,9.782928100321442e-05,9.782928100321442e-05
1,2619,8.528579928679392e-05,8.528579928679392e-05
1,2629,0.0001173742493847385,0.0001173742493847385
1,2639,9.836379467742518e-05,9.836379467742518e-05
1,2649,0.00012688770948443562,0.00012688770948443562
1,2659,0.00010937473416561261,0.00010937473416561261
1,2669,8.693573181517422e-05,8.693573181517422e-05
1,2679,9.72710331552662e-05,9.72710331552662e-05
1,2689,0.00011393261229386553,0.00011393261229386553
1,2699,0.0001170645045931451,0.0001170645045931451
1,2709,0.00012720981612801552,0.00012720981612801552
1,2719,0.00010375875717727467,0.00010375875717727467
1,2729,9.730983583722264e-05,9.730983583722264e-05
1,2739,9.637955372454599e-05,9.637955372454599e-05
1,2749,0.00010245059820590541,0.00010245059820590541
1,2759,8.041726687224582e-05,8.041726687224582e-05
1,2769,0.00010487322288099676,0.00010487322288099676
1,2779,0.00010694227239582688,0.00010694227239582688
1,2789,0.00013259914703667164,0.00013259914703667164
1,2799,0.00012125370267312974,0.00012125370267312974
1,2809,0.00013385896454565227,0.00013385896454565227
1,2819,8.372941374545917e-05,8.372941374545917e-05
1,2829,0.0001295882393606007,0.0001295882393606007
1,2839,0.00013821807806380093,0.00013821807806380093
1,2849,9.65818835538812e-05,9.65818835538812e-05
1,2859,0.00011075711518060416,0.00011075711518060416
1,2869,0.00012344762217253447,0.00012344762217253447
1,2879,9.285657142754644e-05,9.285657142754644e-05
1,2889,9.401222632732242e-05,9.401222632732242e-05
1,2899,0.00011259425082243979,0.00011259425082243979
1,2909,0.00010492416186025366,0.00010492416186025366
1,2919,9.484349720878527e-05,9.484349720878527e-05
1,2929,0.00010388973169028759,0.00010388973169028759
1,2939,0.00011224202171433717,0.00011224202171433717
1,2949,9.924026380758733e-05,9.924026380758733e-05
1,2959,0.00010993700561812147,0.00010993700561812147
1,2969,0.00010243021824862808,0.00010243021824862808
1,2979,8.368372800759971e-05,8.368372800759971e-05
1,2989,0.00011889015877386555,0.00011889015877386555
1,2999,7.764541078358889e-05,7.764541078358889e-05
1,3009,9.181377390632406e-05,9.181377390632406e-05
1,3019,0.00010094456956721842,0.00010094456956721842
1,3029,0.00012734321353491396,0.00012734321353491396
1,3039,0.00012428527406882495,0.00012428527406882495
1,3049,8.807651465758681e-05,8.807651465758681e-05
1,3059,9.323151607532054e-05,9.323151607532054e-05
1,3069,8.657617581775412e-05,8.657617581775412e-05
1,3079,9.710198355605826e-05,9.710198355605826e-05
1,3089,7.673454092582688e-05,7.673454092582688e-05
1,3099,0.00010220419790130109,0.00010220419790130109
1,3109,0.00010708256741054356,0.00010708256741054356
1,3119,9.887902706395835e-05,9.887902706395835e-05
1,3129,0.00011297418677713722,0.00011297418677713722
1,3139,0.00010554707841947675,0.00010554707841947675
1,3149,6.906050111865625e-05,6.906050111865625e-05
1,3159,8.463545964332297e-05,8.463545964332297e-05
1,3169,0.00010572881001280621,0.00010572881001280621
1,3179,0.0001035627574310638,0.0001035627574310638
1,3189,0.00010964000102831051,0.00010964000102831051
1,3199,0.00010271531209582463,0.00010271531209582463
1,3209,7.336524868151173e-05,7.336524868151173e-05
1,3219,8.621146844234318e-05,8.621146844234318e-05
1,3229,9.648197737988085e-05,9.648197737988085e-05
1,3239,9.863936429610476e-05,9.863936429610476e-05
1,3249,0.00010853955609491095,0.00010853955609491095
1,3259,0.00010095100151374936,0.00010095100151374936
1,3269,8.084675937425345e-05,8.084675937425345e-05
1,3279,8.842856914270669e-05,8.842856914270669e-05
