epoch,iteration,total_loss,L1_3,L1_1,L1_0,L1_2
0,9,0.004568525590002537,9.89476393442601e-05,0.0022107206750661135,0.0015034411335363984,0.0007554162293672562
0,19,0.0004919891944155097,9.849316120380536e-05,0.00016228071763180196,0.0001347797515336424,9.64355785981752e-05
0,29,0.0003115575818810612,9.849304478848353e-05,7.772762182867154e-05,7.419299072353169e-05,6.114393181633204e-05
0,39,0.0002722138597164303,9.691739978734404e-05,5.944889926468022e-05,5.9479360061232e-05,5.636819332721643e-05
0,49,0.00026105152210220695,9.380881965626031e-05,5.619808143819682e-05,5.679848254658282e-05,5.424615301308222e-05
0,59,0.0002615856647025794,9.285007399739698e-05,5.61649831070099e-05,5.688661622116342e-05,5.5683984101051465e-05
0,69,0.0002395235060248524,7.893565634731203e-05,5.3871826821705326e-05,5.3792846301803365e-05,5.292317291605286e-05
0,79,0.00023631153453607112,7.364487100858241e-05,5.5120915931183845e-05,5.409852383309044e-05,5.3447212849278e-05
0,89,0.00023614907695446163,7.372604159172624e-05,5.3934334573568776e-05,5.491770207299851e-05,5.357100599212572e-05
0,99,0.00022257737873587757,5.967317338217981e-05,5.452332698041573e-05,5.5062184401322156e-05,5.331869760993868e-05
0,109,0.0002247192314825952,6.316608778433874e-05,5.416215935838409e-05,5.408304059528746e-05,5.3307936468627304e-05
0,119,0.0002302124339621514,6.802211282774806e-05,5.4024763812776655e-05,5.490415060194209e-05,5.326139944372699e-05
0,129,0.00022320792777463794,6.175669113872573e-05,5.320387936080806e-05,5.5577194871148095e-05,5.267016967991367e-05
0,139,0.00021299695072229952,5.1561928557930514e-05,5.373763633542694e-05,5.476033402374014e-05,5.2937044529244304e-05
0,149,0.00022151239681988955,6.18855920038186e-05,5.3408206440508366e-05,5.339358904166147e-05,5.28250056959223e-05
0,159,0.00021378169185481966,5.532813156605698e-05,5.2564748330041766e-05,5.346474063117057e-05,5.242407132755034e-05
0,169,0.00021372926130425185,5.5147484090412036e-05,5.330944622983225e-05,5.2768235036637634e-05,5.250409958534874e-05
0,179,0.00021518475841730833,5.538420009543188e-05,5.327698454493657e-05,5.342111035133712e-05,5.310247070156038e-05
0,189,0.00022486361558549106,6.663884414592758e-05,5.271752525004558e-05,5.291859997669235e-05,5.258864985080436e-05
0,199,0.00021200114861130714,5.4865355195943266e-05,5.2440558647504076e-05,5.250685353530571e-05,5.2188377594575286e-05
0,209,0.0002106917672790587,5.007433355785906e-05,5.3652143833460286e-05,5.4014792112866417e-05,5.295049777487293e-05
0,219,0.00021638799807988107,5.508932008524425e-05,5.377227353164926e-05,5.440841050585732e-05,5.311799395713024e-05
0,229,0.00020717617007903755,4.910748975817114e-05,5.2655941544799134e-05,5.309483458404429e-05,5.231790055404417e-05
0,239,0.0002068352187052369,4.797416113433428e-05,5.365555625758134e-05,5.2976145525462925e-05,5.222935578785837e-05
0,249,0.00020268282969482243,4.506107507040724e-05,5.272294220048934e-05,5.256030635791831e-05,5.2338513341965154e-05
0,259,0.00020677826250903308,4.915059616905637e-05,5.240637983661145e-05,5.281589619698934e-05,5.240539030637592e-05
0,269,0.0002215838903794065,6.47252454655245e-05,5.222902473178692e-05,5.2393490477697924e-05,5.223612970439717e-05
0,279,0.0002137916599167511,5.299098847899586e-05,5.388907084125094e-05,5.3514882893068716e-05,5.3396710427477956e-05
0,289,0.00021514383843168616,5.763948865933344e-05,5.264973151497543e-05,5.255617361399345e-05,5.229844100540504e-05
0,299,0.00021714193280786276,5.804766988148913e-05,5.32058511453215e-05,5.30603138031438e-05,5.2828112529823557e-05
0,309,0.00020293578563723713,4.591224205796607e-05,5.2289051382103935e-05,5.251469337963499e-05,5.221980973146856e-05
0,319,0.00020841957302764058,5.07193872181233e-05,5.2424387831706554e-05,5.291823617881164e-05,5.235755816102028e-05
0,329,0.00020482754916884005,4.7941106458893046e-05,5.234064883552492e-05,5.233790579950437e-05,5.2207880798960105e-05
0,339,0.00020509368914645165,4.70657687401399e-05,5.2917428547516465e-05,5.2724939450854436e-05,5.2385559683898464e-05
0,349,0.0002121256256941706,5.516823512152769e-05,5.251790935290046e-05,5.2309154852991924e-05,5.2130326366750523e-05
0,359,0.00020346519886516035,4.5887278247391805e-05,5.272736962069757e-05,5.248354864306748e-05,5.2367005991982296e-05
0,369,0.00020606759062502533,4.838229506276548e-05,5.273922215565108e-05,5.262329432298429e-05,5.232278272160329e-05
0,379,0.00021068660134915262,5.330484054866247e-05,5.2422521548578516e-05,5.248763773124665e-05,5.247160152066499e-05
0,389,0.000208363970159553,5.1106413593515754e-05,5.2219413191778585e-05,5.268175664241426e-05,5.23563903698232e-05
0,399,0.00020768758258782327,5.0135724450228736e-05,5.252691698842682e-05,5.258628152660094e-05,5.2438659622566774e-05
0,409,0.00020937829685863107,5.2249408327043056e-05,5.231897739577107e-05,5.252701885183342e-05,5.2282895921962336e-05
0,419,0.00020846541156060994,5.074821092421189e-05,5.269342000246979e-05,5.258298187982291e-05,5.244081694399938e-05
0,429,0.0002064134896500036,4.9561247578822076e-05,5.224389678915031e-05,5.2375537052284926e-05,5.22328082297463e-05
0,439,0.0002036723162746057,4.6823803131701425e-05,5.223041807767004e-05,5.249379319138825e-05,5.212429823586717e-05
0,449,0.00021356008073780686,5.580208380706608e-05,5.2222214435460046e-05,5.329641135176644e-05,5.2239363867556676e-05
0,459,0.0002026485017267987,4.611995245795697e-05,5.221733954385854e-05,5.219539161771536e-05,5.211582174524665e-05
0,469,0.00019831748795695603,4.193424683762714e-05,5.215899727772921e-05,5.211624738876708e-05,5.210801100474782e-05
0,479,0.00020038308866787702,4.2701907659647986e-05,5.270333349471912e-05,5.266487642074935e-05,5.231297109276056e-05
0,489,0.0002010909083765,4.432828427525237e-05,5.2215124014765024e-05,5.232456896919757e-05,5.222292020334862e-05
0,499,0.0001984123227884993,4.0661339880898595e-05,5.278800745145418e-05,5.243474879534915e-05,5.252822666079737e-05
0,509,0.00020456843776628375,4.7590430767741054e-05,5.233143747318536e-05,5.2398518164409325e-05,5.224805136094801e-05
0,519,0.00020640263392124325,4.933075615554117e-05,5.234222044236958e-05,5.244556814432144e-05,5.228408917901106e-05
0,529,0.0002073263458441943,5.049430183134973e-05,5.226239227340557e-05,5.228771988186054e-05,5.2281935495557263e-05
0,539,0.0002037415688391775,4.607841037795879e-05,5.28595810465049e-05,5.2433853852562606e-05,5.236973083810881e-05
0,549,0.0002046215522568673,4.702514343080111e-05,5.260144826024771e-05,5.267440064926632e-05,5.232056719250977e-05
0,559,0.00020216652774251997,4.5804456021869555e-05,5.21389847563114e-05,5.212611722527072e-05,5.2096977015025914e-05
0,569,0.0002036658115684986,4.698821430793032e-05,5.211501775193028e-05,5.242786937742494e-05,5.213471740717068e-05
0,579,0.00019927950052078813,4.261606954969466e-05,5.2227420383132994e-05,5.2217586926417425e-05,5.2218427299521863e-05
0,589,0.00019739317940548062,4.0836952393874526e-05,5.225215500104241e-05,5.2201350627001375e-05,5.210273229749873e-05
0,599,0.0001966017298400402,3.974029095843434e-05,5.234249329078011e-05,5.227042856859043e-05,5.224852793617174e-05
0,609,0.0002039143437286839,4.741057273349725e-05,5.215117198531516e-05,5.221492756390944e-05,5.213766417000443e-05
0,619,0.00019852965488098562,4.209620601614006e-05,5.2156556193949655e-05,5.214392876951024e-05,5.213296026340686e-05
0,629,0.00020662415772676468,5.018203955842182e-05,5.217584111960605e-05,5.215615965425968e-05,5.211012830841355e-05
0,639,0.00020531436894088984,4.881639324594289e-05,5.2176532335579395e-05,5.220810271566734e-05,5.211334064370021e-05
0,649,0.00020476756617426872,4.803218325832859e-05,5.240985774435103e-05,5.2143659559078515e-05,5.218185469857417e-05
0,659,0.00020540774858091027,4.8533707740716636e-05,5.214964039623737e-05,5.2450606744969264e-05,5.22737973369658e-05
0,669,0.00020484538981691003,4.830046236747876e-05,5.212774340179749e-05,5.223831976763904e-05,5.217886427999474e-05
0,679,0.00020276434952393174,4.6270215534605086e-05,5.219063314143568e-05,5.2187864639563486e-05,5.211563620832749e-05
0,689,0.00020287540974095464,4.6484008635161445e-05,5.212166433921084e-05,5.216939825913869e-05,5.2100338507443666e-05
0,699,0.00020006290287710726,4.34559078712482e-05,5.23134003742598e-05,5.217418947722763e-05,5.211941243032925e-05
0,709,0.00020724856585729867,5.0578742957441136e-05,5.224576671025716e-05,5.223122570896521e-05,5.2192830480635166e-05
0,719,0.00020364293595775962,4.7119214286794886e-05,5.220547245698981e-05,5.220637467573397e-05,5.211187817621976e-05
0,729,0.00019945322128478438,4.283916132408194e-05,5.224895721767098e-05,5.218811929807998e-05,5.217697616899386e-05
0,739,0.00020114859216846526,4.457383693079464e-05,5.217796569922939e-05,5.2208943088771775e-05,5.2187839173711836e-05
0,749,0.00021050142822787166,5.411255551734939e-05,5.214966586208902e-05,5.211768439039588e-05,5.212151518207975e-05
0,759,0.00019993571913801134,4.3143190850969404e-05,5.228044756222516e-05,5.234415948507376e-05,5.2167913963785395e-05
0,769,0.00019945182430092245,4.2980533180525526e-05,5.218081423663534e-05,5.218672231421806e-05,5.210375093156472e-05
