epoch,iteration,total_loss,heatmap_loss,projection_loss
40,67219,8.36720300867455e-06,7.634537723788526e-06,7.326653985728626e-07
40,67229,1.2078508007107303e-05,9.868012966762763e-06,2.210495495091891e-06
40,67239,1.1061951227020472e-05,9.170245903078467e-06,1.891705551315681e-06
40,67249,9.56066924118204e-06,8.250833161582705e-06,1.3098357385388226e-06
40,67259,2.001065695367288e-05,1.1187641575816087e-05,8.823015377856791e-06
40,67269,9.27183009480359e-06,8.257270565081853e-06,1.01455987078225e-06
40,67279,0.06434489041566849,1.3899772056902293e-05,0.06433098763227463
40,67289,8.860869456839282e-06,7.672979336348362e-06,1.187890006804082e-06
40,67299,1.6912024875637144e-05,1.039639118971536e-05,6.515634595416486e-06
40,67309,1.1638014257187024e-05,9.207714356307406e-06,2.4303001282532932e-06
40,67319,1.1842057574540377e-05,9.713177860248834e-06,2.128879941665218e-06
40,67329,1.1110336345154792e-05,8.739491022424772e-06,2.370844867982669e-06
40,67339,8.65245601744391e-06,7.755880687909666e-06,8.965752726908249e-07
40,67349,1.0940019819827285e-05,8.382655323657673e-06,2.5573647235432873e-06
40,67359,9.629090527596418e-06,8.44113492348697e-06,1.1879557177962852e-06
40,67369,8.882241672836244e-06,7.807237125234678e-06,1.0750050023489166e-06
40,67379,7.46362184145255e-06,6.8274316618044395e-06,6.361899522744352e-07
40,67389,9.444540410186164e-06,8.048154995776713e-06,1.3963854144094512e-06
40,67399,1.1230809832341038e-05,9.426538781553973e-06,1.8042712781607406e-06
40,67409,1.2089092706446536e-05,8.797323062026408e-06,3.2917691896727774e-06
40,67419,9.359479918202851e-06,7.87471708463272e-06,1.4847629472569679e-06
40,67429,8.224773409892805e-06,7.389994152617874e-06,8.34779370961769e-07
40,67439,1.2306323696975596e-05,9.612797839508858e-06,2.6935258574667387e-06
40,67449,9.837187462835573e-06,8.616970262664836e-06,1.2202176549180876e-06
40,67459,9.670553481555544e-06,8.409277143073268e-06,1.2612761111086002e-06
40,67469,8.410261216340587e-06,7.359795745287556e-06,1.0504658121135435e-06
40,67479,0.18538150191307068,1.264296042791102e-05,0.1853688657283783
40,67489,1.159636303782463e-05,9.743293048813939e-06,1.8530701026975294e-06
40,67499,7.98154724179767e-06,7.148875738494098e-06,8.326715601469914e-07
40,67509,9.316181603935547e-06,8.205546691897325e-06,1.1106346846645465e-06
40,67519,0.00011618073040153831,1.78269201569492e-05,9.835381206357852e-05
40,67529,8.906544280762319e-06,8.076736776274629e-06,8.29807333957433e-07
40,67539,1.1007957255060319e-05,9.086097634281032e-06,1.9218593934056116e-06
40,67549,9.157287422567606e-06,8.175448783731554e-06,9.8183875252289e-07
40,67559,1.0175014722335618e-05,8.457815056317486e-06,1.717199324957619e-06
40,67569,1.146931572293397e-05,9.957178917829879e-06,1.5121364640435786e-06
40,67579,9.349536412628368e-06,8.1382804637542e-06,1.2112554941268172e-06
40,67589,8.84840756043559e-06,7.909703526820522e-06,9.38704260988743e-07
40,67599,1.1374248970241752e-05,9.80763797997497e-06,1.5666113313272945e-06
40,67609,9.328939086117316e-06,8.520167284586933e-06,8.087716310001269e-07
40,67619,0.18762239813804626,1.2123891792725772e-05,0.18761026859283447
40,67629,1.1266954970778897e-05,9.473485079070088e-06,1.7934698917088099e-06
40,67639,1.008947492664447e-05,9.02819556358736e-06,1.0612794767439482e-06
40,67649,1.1670727872115094e-05,9.90301305137109e-06,1.767714479683491e-06
40,67659,8.557376531825867e-06,7.701712092966773e-06,8.556642683288374e-07
40,67669,1.1875492418766953e-05,9.81106950348476e-06,2.064422687908518e-06
40,67679,1.1402727977838367e-05,9.396099812875036e-06,2.0066279375896556e-06
40,67689,1.1543821528903209e-05,9.742972906678915e-06,1.8008481674769428e-06
40,67699,1.1357506082276814e-05,9.586316082277335e-06,1.7711904547468293e-06
40,67709,1.0920290151261725e-05,9.30682654143311e-06,1.6134636098286137e-06
40,67719,3.742616536328569e-05,1.4752460629097186e-05,2.2673704734188505e-05
40,67729,1.086792144633364e-05,9.398125257575884e-06,1.4697963024445926e-06
40,67739,1.3024449799559079e-05,1.0542708878347185e-05,2.4817409212118946e-06
40,67749,9.12831092136912e-06,7.938381713756826e-06,1.1899288665517815e-06
40,67759,1.2675383004534524e-05,9.6846379165072e-06,2.990745315401e-06
40,67769,1.0327725249226205e-05,8.454946510028094e-06,1.8727789665717864e-06
40,67779,1.0062344699690584e-05,8.612988494860474e-06,1.449355863769597e-06
40,67789,9.690397746453527e-06,8.487197192152962e-06,1.2032008953610784e-06
40,67799,9.933473847922869e-06,8.914413228922058e-06,1.0190601642534602e-06
40,67809,8.009098564798478e-06,7.209048362710746e-06,8.000500884008943e-07
40,67819,9.811777090362739e-06,8.626258022559341e-06,1.18551895411656e-06
40,67829,1.0916597602772526e-05,9.261110790248495e-06,1.6554870398977073e-06
40,67839,0.10859251767396927,2.0626110199373215e-05,0.10857189446687698
40,67849,1.0509240382816643e-05,9.105967365030665e-06,1.4032729040991399e-06
40,67859,9.071331078303047e-06,7.957060006447136e-06,1.114271526603261e-06
40,67869,1.0572657629381865e-05,9.196679457090795e-06,1.3759783996647457e-06
40,67879,1.0611799552862067e-05,8.582978807680774e-06,2.028820517807617e-06
40,67889,0.0653567835688591,8.998065823107027e-06,0.06534778326749802
40,67899,1.2378725841699634e-05,1.0000585461966693e-05,2.3781403797329403e-06
40,67909,8.48195304570254e-06,7.672873834962957e-06,8.090795518000959e-07
40,67919,1.00073602880002e-05,8.77472211868735e-06,1.2326379419391742e-06
40,67929,2.1257274056551978e-05,1.2283006981306244e-05,8.974266165751033e-06
40,67939,1.100479767046636e-05,9.255027180188335e-06,1.7497704902780242e-06
40,67949,7.82994266046444e-06,7.14884072294808e-06,6.811021080466162e-07
40,67959,8.39931599330157e-05,1.872580651252065e-05,6.526735523948446e-05
40,67969,1.1386116966605186e-05,9.565284926793538e-06,1.8208315850642975e-06
40,67979,1.1924507816729601e-05,1.0065011338156182e-05,1.8594968196339323e-06
40,67989,1.0539205504755955e-05,8.912626981327776e-06,1.6265781823676662e-06
40,67999,1.2960354069946334e-05,1.0331957128073554e-05,2.6283971692464547e-06
40,68009,1.0157854376302566e-05,8.581036126997788e-06,1.5768181356179412e-06
40,68019,1.2675656762439758e-05,9.941795724444091e-06,2.733861492743017e-06
40,68029,1.0031470083049498e-05,8.534624612366315e-06,1.4968459254305344e-06
40,68039,1.0936263606708962e-05,9.29268298932584e-06,1.6435802763226093e-06
40,68049,1.0018909961218014e-05,8.699300451553427e-06,1.3196099644119386e-06
40,68059,1.0577659850241616e-05,8.424449333688244e-06,2.1532107439270476e-06
40,68069,1.2044476534356363e-05,9.781909284356516e-06,2.2625674773735227e-06
40,68079,9.615797353035305e-06,8.252470252045896e-06,1.3633272146762465e-06
40,68089,1.3095474969304632e-05,1.0074573765450623e-05,3.020900976480334e-06
40,68099,1.0055759958049748e-05,8.811383850115817e-06,1.2443759942470933e-06
40,68109,1.047822843247559e-05,9.040114491654094e-06,1.4381138271346572e-06
40,68119,1.312850508838892e-05,9.971156032406725e-06,3.157349055982195e-06
40,68129,1.0592601029202342e-05,9.112641237152275e-06,1.4799600194237428e-06
40,68139,9.722218237584457e-06,8.518053618900012e-06,1.2041642776239314e-06
40,68149,1.0018136890721507e-05,8.481100849166978e-06,1.537036155241367e-06
40,68159,1.2227805200382136e-05,1.0182962796534412e-05,2.0448419491003733e-06
40,68169,1.031752981361933e-05,8.754820555623155e-06,1.5627094853698509e-06
40,68179,8.002953109098598e-06,7.256941444211407e-06,7.460117217306106e-07
40,68189,9.479991604166571e-06,8.331038770847954e-06,1.1489527196317795e-06
40,68199,1.464061006117845e-05,1.1761758287320845e-05,2.8788515464839293e-06
40,68209,1.0060414751933422e-05,8.857469765644055e-06,1.2029448726025294e-06
40,68219,1.1131931387353688e-05,8.920541404222604e-06,2.2113895283837337e-06
40,68229,9.674148714111652e-06,8.42136887513334e-06,1.252780180038826e-06
40,68239,9.178133950626943e-06,8.122326107695699e-06,1.0558078429312445e-06
40,68249,9.30514852370834e-06,7.930741048767231e-06,1.3744074749411084e-06
40,68259,2.632617724884767e-05,1.19967871796689e-05,1.4329390069178771e-05
40,68269,1.9486400560708717e-05,1.090732985176146e-05,8.579071618441958e-06
40,68279,1.1328249456710182e-05,9.305199455411639e-06,2.023050001298543e-06
40,68289,1.0198199561273213e-05,8.917478226067033e-06,1.2807209941456676e-06
40,68299,8.599117791163735e-06,7.672249012102839e-06,9.268690632779908e-07
40,68309,1.0592731086944696e-05,8.51712866278831e-06,2.0756024241563864e-06
40,68319,9.143150236923248e-06,8.03400507720653e-06,1.109145159716718e-06
40,68329,1.1532943972270004e-05,9.722959475766402e-06,1.8099849512509536e-06
40,68339,1.2098311344743706e-05,9.558040801493917e-06,2.5402700885024387e-06
40,68349,1.810329922591336e-05,1.2163578503532335e-05,5.9397211771283764e-06
40,68359,9.880607649392914e-06,8.131669346767012e-06,1.7489384163127397e-06
40,68369,1.1645208360278048e-05,9.320992830907926e-06,2.324215756743797e-06
40,68379,1.2273988431843463e-05,9.76838873611996e-06,2.505599695723504e-06
40,68389,1.1055636605306063e-05,9.4031092885416e-06,1.6525270893907873e-06
40,68399,1.3980723451822996e-05,1.0667533388186712e-05,3.3131896088889334e-06
40,68409,1.355952463200083e-05,1.0788477084133774e-05,2.7710477752407314e-06
40,68419,8.311080819112249e-06,7.42239808459999e-06,8.886826776688395e-07
40,68429,1.305063869949663e-05,1.062431783793727e-05,2.4263208615593612e-06
40,68439,1.1072944289480802e-05,9.339127245766576e-06,1.7338167026537121e-06
40,68449,1.7977206880459562e-05,1.1363788871676661e-05,6.613418463530252e-06
40,68459,1.2211834473419003e-05,9.687568308436312e-06,2.524266392356367e-06
40,68469,8.604407412349246e-06,7.732551239314489e-06,8.718566277821083e-07
40,68479,1.2024770512653049e-05,9.577191121934447e-06,2.4475793907186016e-06
40,68489,8.16193460195791e-06,7.33357865101425e-06,8.283561783173354e-07
40,68499,1.011118456517579e-05,8.70932581165107e-06,1.4018588672115584e-06
40,68509,1.0545571058173664e-05,9.011763722810429e-06,1.5338069943027222e-06
41,68519,8.544770025764592e-06,7.455763807229232e-06,1.0890059911616845e-06
41,68529,8.756313945923466e-06,7.514850494771963e-06,1.2414632237778278e-06
41,68539,1.2335919564065989e-05,1.021061234496301e-05,2.1253069917293033e-06
41,68549,1.1471886864455882e-05,9.603787475498393e-06,1.8680993889574893e-06
41,68559,1.0396757716080174e-05,8.576724212616682e-06,1.8200337308371672e-06
41,68569,1.1637111128948163e-05,9.409319318365306e-06,2.227792037956533e-06
41,68579,8.344352863787208e-06,7.405133601423586e-06,9.392194328938785e-07
41,68589,1.2044331924698781e-05,1.0004858268075623e-05,2.0394736566231586e-06
41,68599,9.349206266051624e-06,8.259409696620423e-06,1.0897963420575252e-06
41,68609,8.108750080282334e-06,7.3926903496612795e-06,7.160600148381491e-07
41,68619,9.811237760004587e-06,8.141221769619733e-06,1.670016104071692e-06
41,68629,1.1805434951384086e-05,9.201076863973867e-06,2.604358087410219e-06
41,68639,9.100981515075546e-06,8.066683221841231e-06,1.034298634294828e-06
41,68649,1.0109372851729859e-05,8.208960025513079e-06,1.9004131672772928e-06
41,68659,8.204950063372962e-06,7.437858585035428e-06,7.670914214941149e-07
41,68669,8.05734089226462e-06,7.035750968498178e-06,1.021590151140117e-06
41,68679,8.45433896756731e-06,7.675893357372843e-06,7.784457807247236e-07
41,68689,8.588915079599246e-06,7.608635314682033e-06,9.80279992290889e-07
41,68699,1.4178738638292998e-05,1.0492624824109953e-05,3.6861133594356943e-06
41,68709,7.078018825268373e-06,6.564936484210193e-06,5.130825684318552e-07
41,68719,8.379185601370409e-06,7.5303487392375246e-06,8.488367484460468e-07
41,68729,1.358124427497387e-05,9.988871170207858e-06,3.5923731047660112e-06
41,68739,1.2102440450689755e-05,9.793296158022713e-06,2.3091438379196916e-06
41,68749,1.2483783393690828e-05,1.030262683343608e-05,2.181156560254749e-06
41,68759,5.0039554480463266e-05,1.5089337466633879e-05,3.495021883281879e-05
41,68769,1.0108751666848548e-05,8.749384505790658e-06,1.3593671610578895e-06
41,68779,1.649900514166802e-05,1.0879788533202372e-05,5.619215698970947e-06
41,68789,9.278825928049628e-06,8.2242067946936e-06,1.0546194744165405e-06
41,68799,1.0564125659584533e-05,9.280842277803458e-06,1.2832834954679129e-06
41,68809,8.026941941352561e-06,7.2340435508522205e-06,7.928986747174349e-07
41,68819,9.281738130084705e-06,7.979111614986323e-06,1.3026267424720572e-06
41,68829,1.0507630577194504e-05,9.091102583624888e-06,1.4165283346301294e-06
41,68839,7.92247101344401e-06,7.172583082137862e-06,7.498881586798234e-07
41,68849,9.83643712970661e-06,8.657661055622157e-06,1.1787759603976156e-06
41,68859,9.361694537801668e-06,8.26711311674444e-06,1.0945816484309034e-06
41,68869,1.2368573152343743e-05,9.944891644408926e-06,2.4236817353084916e-06
41,68879,1.138614970841445e-05,9.469822543906048e-06,1.9163276192557532e-06
41,68889,1.2475269613787532e-05,1.0020281479228288e-05,2.4549883619329194e-06
41,68899,8.616891136625782e-06,7.664792974537704e-06,9.520978210275644e-07
41,68909,9.466023584536742e-06,8.10490018920973e-06,1.3611236227006884e-06
41,68919,1.0215308066108264e-05,8.81953656062251e-06,1.3957711644252413e-06
41,68929,7.67631263443036e-06,6.910271167726023e-06,7.66041864608269e-07
41,68939,1.0076863873109687e-05,8.763854566495866e-06,1.313009079240146e-06
41,68949,9.446011063118931e-06,8.23432765173493e-06,1.2116837524445145e-06
41,68959,8.17221007309854e-06,7.317226391023723e-06,8.549832841708849e-07
41,68969,1.2319777852098923e-05,9.651376785768662e-06,2.668400838956586e-06
41,68979,8.924064786697272e-06,7.896243005234282e-06,1.0278215540893143e-06
41,68989,1.0148789442609996e-05,8.797049304121174e-06,1.3517405932361726e-06
41,68999,9.983734344132245e-06,8.693284144101199e-06,1.2904498589705327e-06
41,69009,7.396976798190735e-06,6.786277481296565e-06,6.106992032073322e-07
41,69019,0.1824534833431244,1.4284407370723784e-05,0.1824391931295395
41,69029,1.1027063010260463e-05,9.015340765472502e-06,2.0117217900406104e-06
41,69039,9.566885637468658e-06,8.288683602586389e-06,1.2782018075085944e-06
41,69049,9.230518116964959e-06,7.916734830359928e-06,1.3137837413523812e-06
41,69059,9.371530723001342e-06,8.15765088191256e-06,1.213879841088783e-06
41,69069,1.6994843463180587e-05,1.2219294148962945e-05,4.775549768964993e-06
41,69079,1.1839585567940958e-05,9.32028160605114e-06,2.519304416637169e-06
41,69089,1.0456888958287891e-05,9.226272595697083e-06,1.2306165899644839e-06
41,69099,9.42267433856614e-06,8.365358553419355e-06,1.0573156714599463e-06
41,69109,1.118557520385366e-05,9.314837370766327e-06,1.8707373783399817e-06
41,69119,9.932769899023697e-06,8.315404556924477e-06,1.6173656831597327e-06
41,69129,1.0420869330118876e-05,8.844889634929132e-06,1.5759800362502574e-06
41,69139,0.00011711382830981165,1.837427043938078e-05,9.873956150840968e-05
41,69149,9.017660340759903e-05,1.8471304429112934e-05,7.17052971594967e-05
41,69159,8.887698641046882e-06,7.85691099736141e-06,1.030787757372309e-06
41,69169,8.850825906847604e-06,7.828648449503817e-06,1.0221775710306247e-06
41,69179,9.813576980377547e-06,8.427815373579506e-06,1.3857619478585548e-06
41,69189,8.994506060844287e-06,8.009232260519639e-06,9.852735729509732e-07
41,69199,7.899340744188521e-06,7.2838179221434984e-06,6.155225378279283e-07
41,69209,9.471318662690464e-06,8.439254088443704e-06,1.032064346873085e-06
41,69219,1.1378211638657376e-05,9.588754437572788e-06,1.7894574284582632e-06
41,69229,1.0982617823174223e-05,8.78140144777717e-06,2.201216602770728e-06
41,69239,9.477943422098178e-06,7.850604561099317e-06,1.627339088372537e-06
41,69249,8.882350812200457e-06,7.757847924949601e-06,1.1245028872508556e-06
41,69259,1.048294325300958e-05,8.70106669026427e-06,1.7818764490584726e-06
41,69269,7.958357855386566e-06,7.245489086926682e-06,7.12868541086209e-07
41,69279,1.0063576155516785e-05,8.668879672768526e-06,1.3946962553745834e-06
41,69289,9.486311682849191e-06,8.049079951888416e-06,1.4372317309607752e-06
41,69299,1.1468737284303643e-05,9.905322258418892e-06,1.5634150258847512e-06
41,69309,0.045752253383398056,1.3281864994496573e-05,0.04573897272348404
41,69319,8.664717825013213e-06,7.88114448369015e-06,7.835729434191308e-07
41,69329,8.839823749440257e-06,7.91099046182353e-06,9.288330033996317e-07
41,69339,1.1960053598158993e-05,9.501565727987327e-06,2.4584880975453416e-06
41,69349,1.2067919669789262e-05,9.98829273157753e-06,2.0796269382117316e-06
41,69359,1.1013494258804712e-05,9.455789950152393e-06,1.5577041949654813e-06
41,69369,9.454677638132125e-06,8.305583833134733e-06,1.1490934639368788e-06
41,69379,9.324028724222444e-06,8.193535904865712e-06,1.1304925919830566e-06
41,69389,1.0770405424409546e-05,9.300580131821334e-06,1.4698248378408607e-06
41,69399,1.161829277407378e-05,9.01115890883375e-06,2.607134319987381e-06
41,69409,0.18891915678977966,8.770011845626868e-06,0.1889103800058365
41,69419,1.039830476656789e-05,8.934579454944469e-06,1.4637256526839337e-06
41,69429,9.410563507117331e-06,8.142399565258529e-06,1.2681640555456397e-06
41,69439,1.008699655358214e-05,8.627279385109432e-06,1.459717282159545e-06
41,69449,1.0788753570523113e-05,9.192765901389066e-06,1.5959874417603714e-06
41,69459,7.869719411246479e-06,7.15004625817528e-06,7.196731530711986e-07
41,69469,1.3560277693613898e-05,1.0442792699905112e-05,3.117485221082461e-06
41,69479,9.996394510380924e-06,8.712225280760322e-06,1.284169229620602e-06
41,69489,1.2928061551065184e-05,1.0320824003429152e-05,2.6072373202623567e-06
41,69499,9.911388588079717e-06,8.363649612874724e-06,1.547738975204993e-06
41,69509,9.834956472332124e-06,8.29972395877121e-06,1.5352326272477512e-06
41,69519,1.4347424439620227e-05,1.1228963558096439e-05,3.1184606541501125e-06
41,69529,1.3700934687221888e-05,1.052553670888301e-05,3.1753979783388786e-06
41,69539,1.144580528489314e-05,9.546845831209794e-06,1.8989597947438597e-06
41,69549,1.1006477507180534e-05,9.404251613887027e-06,1.6022254385461565e-06
41,69559,8.432083996012807e-05,1.5946374332997948e-05,6.837446562713012e-05
41,69569,1.2830443665734492e-05,1.0387316251581069e-05,2.443127414153423e-06
41,69579,1.1025970707123633e-05,8.786545549810398e-06,2.2394253846869105e-06
41,69589,1.3874682736059185e-05,1.0261559509672225e-05,3.613122999013285e-06
41,69599,8.37059360492276e-06,7.584042577946093e-06,7.865511406635051e-07
41,69609,9.007418157125358e-06,7.831767106836196e-06,1.1756513913496747e-06
41,69619,8.772231012699194e-06,7.804051165294368e-06,9.681797337179887e-07
41,69629,9.619624506740365e-06,8.512434760632459e-06,1.107189746107906e-06
41,69639,1.1478392480057664e-05,9.804000001167879e-06,1.674392365202948e-06
41,69649,1.1737421118596103e-05,9.849239177128766e-06,1.8881822825278505e-06
41,69659,8.12839061836712e-06,7.3708329182409216e-06,7.575575295959425e-07
41,69669,1.3253928955236915e-05,1.022804372041719e-05,3.025885234819725e-06
41,69679,3.193490920239128e-05,1.2870854334323667e-05,1.9064054868067615e-05
41,69689,8.580316716688685e-06,7.637208000232931e-06,9.431090575162671e-07
41,69699,1.6617314031464048e-05,1.1133966836496256e-05,5.4833471949677914e-06
41,69709,9.07951016415609e-06,7.668008947803173e-06,1.4115011026660795e-06
41,69719,7.104378255462507e-06,6.56749989502714e-06,5.368784741222044e-07
41,69729,8.669251656101551e-06,7.667472345929127e-06,1.0017796512329369e-06
41,69739,9.197427061735652e-06,8.194666406780016e-06,1.0027606549556367e-06
41,69749,1.0678514627215918e-05,8.888573574949987e-06,1.7899412796396064e-06
41,69759,9.260265869670548e-06,7.983389878063463e-06,1.276876332667598e-06
41,69769,1.1039924174838234e-05,8.790223546384368e-06,2.2497006284538656e-06
41,69779,1.2244366189406719e-05,1.009637981042033e-05,2.147986151612713e-06
41,69789,9.558010788168758e-06,8.275602340290789e-06,1.2824083341911319e-06
41,69799,1.0246912097500172e-05,8.54819063533796e-06,1.6987214621622115e-06
41,69809,7.944176104501821e-06,7.212857781269122e-06,7.313187779800501e-07
41,69819,1.0773312169476412e-05,8.809257451503072e-06,1.9640542632259894e-06
41,69829,0.042868223041296005,8.02861359261442e-06,0.04286019504070282
41,69839,8.283404895337299e-06,7.498060313082533e-06,7.853447527850221e-07
41,69849,7.95793403085554e-06,7.147766154957935e-06,8.101677622107673e-07
41,69859,9.138409041042905e-06,8.026041541597806e-06,1.112367272071424e-06
41,69869,9.061167475010734e-06,8.144726052705664e-06,9.164415928353264e-07
41,69879,1.0848192687262781e-05,8.994948075269349e-06,1.8532448393671075e-06
41,69889,9.373166903969832e-06,8.125772183120716e-06,1.2473950619096286e-06
41,69899,1.088283988792682e-05,9.246165973308962e-06,1.636674255678372e-06
41,69909,8.262779374490492e-06,7.5176139944233e-06,7.45165777971124e-07
41,69919,9.83194331638515e-06,8.355720638064668e-06,1.47622279200732e-06
41,69929,9.079412848223e-06,7.850735528336372e-06,1.2286772061997908e-06
41,69939,1.0929103154921904e-05,8.858404726197477e-06,2.0706982013507513e-06
41,69949,1.1668025763356127e-05,9.114995918935165e-06,2.5530296170472866e-06
41,69959,1.0240873962175101e-05,8.355493264389224e-06,1.885380584099039e-06
41,69969,1.1322675163683016e-05,9.548687557980884e-06,1.7739879467626452e-06
41,69979,1.0560701412032358e-05,8.988045010482892e-06,1.572656401549466e-06
41,69989,9.066416168934666e-06,7.978298526722938e-06,1.0881173011512146e-06
41,69999,9.862697879725602e-06,8.458403499389533e-06,1.4042940392755554e-06
41,70009,1.3264887456898578e-05,9.766320545168128e-06,3.4985673664778005e-06
41,70019,8.434017217950895e-06,7.59128442950896e-06,8.42733015815611e-07
41,70029,1.0833162377821282e-05,8.926781447371468e-06,1.9063807030761382e-06
41,70039,1.2063748727086931e-05,8.643463843327481e-06,3.4202846563857747e-06
41,70049,9.750955541676376e-06,8.552921826776583e-06,1.198033828586631e-06
41,70059,8.961719686340075e-06,8.010661986190826e-06,9.51057813836087e-07
41,70069,8.05838226369815e-06,7.312576599360909e-06,7.458060053977533e-07
41,70079,1.1686297511914745e-05,8.584225724916905e-06,3.1020715596241644e-06
41,70089,9.778252206160687e-06,8.455000170215499e-06,1.3232522633188637e-06
41,70099,1.0397169717180077e-05,9.155789484793786e-06,1.2413803460731287e-06
41,70109,4.947282650391571e-05,1.48992339745746e-05,3.4573593438835815e-05
41,70119,0.00011257574078626931,2.0091911210329272e-05,9.248383139492944e-05
41,70129,1.5504130715271458e-05,1.1946505765081383e-05,3.5576247228163993e-06
41,70139,1.0127690984518267e-05,8.816216904961038e-06,1.3114738521835534e-06
41,70149,1.1485697541502304e-05,9.871513611869887e-06,1.6141841570060933e-06
41,70159,9.224653331330046e-05,1.958953362191096e-05,7.26569996913895e-05
41,70169,9.981624316424131e-06,8.321339009853546e-06,1.660285647631099e-06
41,70179,1.5054579307616223e-05,1.119396802096162e-05,3.860611286654603e-06
42,70189,9.536032848700415e-06,8.124568012135569e-06,1.4114651776253595e-06
42,70199,1.0497945368115325e-05,9.076788046513684e-06,1.4211575489753159e-06
42,70209,9.217190381605178e-06,7.79141191742383e-06,1.425778350494511e-06
42,70219,8.562581570004113e-06,7.312933576031355e-06,1.2496476529122447e-06
42,70229,9.389011211169418e-06,8.257803528977092e-06,1.131207909566001e-06
42,70239,1.0471003406564705e-05,8.866784810379613e-06,1.6042185961850919e-06
42,70249,1.371269354422111e-05,1.0259266673529055e-05,3.4534268706920557e-06
42,70259,8.828262252791319e-06,8.00644738774281e-06,8.218150355787657e-07
42,70269,1.0335030310670845e-05,8.872022590367123e-06,1.4630072655563708e-06
42,70279,1.111557776312111e-05,8.807167432678398e-06,2.3084103304427117e-06
42,70289,8.02486374595901e-06,7.213709068309981e-06,8.111547344924475e-07
42,70299,7.498241302528186e-06,6.7144173954147846e-06,7.838239071134012e-07
42,70309,1.0252306310576387e-05,8.86673205968691e-06,1.3855739098289632e-06
42,70319,5.687504744855687e-05,9.061764103535097e-06,4.781328243552707e-05
42,70329,8.640695341455285e-06,7.361963071161881e-06,1.2787323839802411e-06
42,70339,8.277286724478472e-06,7.503238521167077e-06,7.740483738416515e-07
42,70349,7.937601367302705e-06,7.180552984209498e-06,7.57048042032693e-07
42,70359,7.480412932636682e-06,6.88568206896889e-06,5.947308636677917e-07
42,70369,9.147029231826309e-06,8.099484148260672e-06,1.0475451972524752e-06
42,70379,8.069407158473041e-06,7.175980499596335e-06,8.934264883464493e-07
42,70389,1.1115477718703914e-05,9.350438631372526e-06,1.7650393147050636e-06
42,70399,1.2321472240728326e-05,9.590985428076237e-06,2.7304868126520887e-06
42,70409,1.0557462701399345e-05,8.985698514152318e-06,1.5717641872470267e-06
