epoch,iteration,total_loss,regularisation,projection
30,45479,0.3668319284915924,0.1218704804778099,0.2449614405632019
30,45489,0.07088751345872879,0.04610692709684372,0.02478058449923992
30,45499,0.10819840431213379,0.05558643490076065,0.05261196941137314
30,45509,0.1240094006061554,0.07064006477594376,0.05336933583021164
30,45519,0.1997506469488144,0.08407234400510788,0.11567830294370651
30,45529,0.5342822074890137,0.23857299983501434,0.2957092225551605
30,45539,0.0831385925412178,0.04134783893823624,0.04179075360298157
30,45549,0.32100969552993774,0.11384716629981995,0.207162544131279
30,45559,0.12706339359283447,0.0665484070777893,0.06051497906446457
30,45569,0.14134395122528076,0.06969758123159409,0.07164637744426727
30,45579,0.09999740123748779,0.0509139783680439,0.04908342286944389
30,45589,0.05402729660272598,0.030280187726020813,0.02374711073935032
30,45599,0.3227183222770691,0.12751232087612152,0.19520600140094757
30,45609,0.14636993408203125,0.07961591333150864,0.06675402075052261
30,45619,0.09845946729183197,0.052338652312755585,0.04612081125378609
30,45629,0.15627427399158478,0.08985034376382828,0.0664239302277565
30,45639,0.06748657673597336,0.03651558980345726,0.030970988795161247
30,45649,0.07499977201223373,0.045008331537246704,0.02999144233763218
30,45659,0.05738978832960129,0.030177608132362366,0.027212180197238922
30,45669,0.07209005951881409,0.04509889334440231,0.026991164311766624
30,45679,0.13704636693000793,0.06981207430362701,0.06723428517580032
30,45689,0.1526237428188324,0.07470060139894485,0.07792314887046814
30,45699,0.5392342805862427,0.2515832185745239,0.28765106201171875
30,45709,0.04778706282377243,0.026110906153917313,0.021676158532500267
30,45719,0.14835144579410553,0.08026042580604553,0.06809101998806
30,45729,0.04429566115140915,0.028714504092931747,0.015581158921122551
30,45739,0.1950467824935913,0.06543570011854172,0.1296110898256302
30,45749,0.09722592681646347,0.038241248577833176,0.058984678238630295
30,45759,0.11850100010633469,0.06540552526712418,0.05309547483921051
30,45769,0.12473040819168091,0.06105606630444527,0.06367434561252594
30,45779,0.08333122730255127,0.04982602968811989,0.03350519388914108
30,45789,0.11498796939849854,0.06309346854686737,0.051894497126340866
30,45799,0.10202284902334213,0.060215312987565994,0.04180753603577614
30,45809,0.08010827749967575,0.05040130019187927,0.02970697730779648
30,45819,0.10274016857147217,0.04009038954973221,0.06264977902173996
30,45829,0.07697723805904388,0.043367888778448105,0.03360935300588608
30,45839,0.12396328151226044,0.06387702375650406,0.06008625403046608
30,45849,0.06366720795631409,0.04356739670038223,0.020099813118577003
30,45859,0.048995956778526306,0.03081640973687172,0.018179547041654587
30,45869,0.11518370360136032,0.06278382241725922,0.052399881184101105
30,45879,0.18886157870292664,0.11537531763315201,0.07348626106977463
30,45889,0.10200316458940506,0.06023213639855385,0.04177102819085121
30,45899,0.15417899191379547,0.10133656114339828,0.052842430770397186
30,45909,0.16493961215019226,0.07927733659744263,0.08566227555274963
30,45919,0.10349549353122711,0.05997311696410179,0.04352237284183502
30,45929,0.13871508836746216,0.06010942906141281,0.07860566675662994
30,45939,0.201475128531456,0.13059568405151367,0.07087944447994232
30,45949,0.041800957173109055,0.02200726605951786,0.019793691113591194
30,45959,0.08960559219121933,0.051315609365701675,0.038289982825517654
30,45969,0.15839293599128723,0.0656423270702362,0.09275060892105103
30,45979,0.23450130224227905,0.1473386585712433,0.08716264367103577
30,45989,0.05110432580113411,0.03271825611591339,0.01838606968522072
30,45999,0.141450896859169,0.07194657623767853,0.06950432062149048
30,46009,0.21222048997879028,0.09765255451202393,0.11456793546676636
30,46019,0.11730395257472992,0.0663929134607315,0.050911035388708115
30,46029,0.27730792760849,0.11646869778633118,0.16083924472332
30,46039,0.17302191257476807,0.10615935176610947,0.0668625682592392
30,46049,1.9150842428207397,0.7788641452789307,1.136220097541809
30,46059,0.11635670065879822,0.07105622440576553,0.045300476253032684
30,46069,0.16660316288471222,0.07223928719758987,0.09436387568712234
30,46079,0.10748277604579926,0.07029512524604797,0.03718765079975128
30,46089,0.085357666015625,0.03273308649659157,0.05262457951903343
30,46099,0.14523014426231384,0.09439173340797424,0.0508384108543396
30,46109,0.22280700504779816,0.1018967404961586,0.12091026455163956
30,46119,0.11965025216341019,0.06101081892848015,0.05863943323493004
30,46129,0.15896174311637878,0.08913420140743256,0.06982753425836563
30,46139,0.039238106459379196,0.02581346035003662,0.01342464517802
30,46149,0.1476946771144867,0.07449282705783844,0.07320184260606766
30,46159,0.0692424476146698,0.03485405817627907,0.03438838943839073
30,46169,0.1155996322631836,0.05177178233861923,0.06382784992456436
30,46179,0.24635416269302368,0.09555031359195709,0.1508038491010666
30,46189,0.1646418273448944,0.0857858657836914,0.0788559541106224
30,46199,0.08064660429954529,0.04460529983043671,0.03604130074381828
30,46209,0.08154511451721191,0.05963728576898575,0.021907830610871315
30,46219,0.09572117030620575,0.05804571881890297,0.03767545521259308
30,46229,0.42100584506988525,0.2526642084121704,0.16834165155887604
30,46239,0.06899100542068481,0.043032754212617874,0.02595825493335724
30,46249,0.034282684326171875,0.02263547107577324,0.011647212319076061
30,46259,0.07359560579061508,0.03797617554664612,0.035619430243968964
30,46269,0.04157447814941406,0.02716139890253544,0.014413077384233475
30,46279,0.21641577780246735,0.12241833657026291,0.09399744123220444
30,46289,0.09222451597452164,0.0398312546312809,0.05239326134324074
30,46299,0.13483203947544098,0.07827915996313095,0.05655287951231003
30,46309,0.2434302568435669,0.11591329425573349,0.127516970038414
30,46319,0.45294466614723206,0.1103396788239479,0.34260499477386475
30,46329,0.3579692840576172,0.14014291763305664,0.21782638132572174
30,46339,0.22496360540390015,0.12909533083438873,0.09586826711893082
30,46349,0.05454549938440323,0.030069412663578987,0.02447608672082424
30,46359,0.1471012830734253,0.08283921331167221,0.06426206231117249
30,46369,0.37658125162124634,0.18658038973808289,0.19000084698200226
30,46379,0.30543017387390137,0.21240019798278809,0.09302996098995209
30,46389,0.20497018098831177,0.0934080258011818,0.11156216263771057
30,46399,0.17134341597557068,0.09580055624246597,0.0755428671836853
30,46409,0.13984110951423645,0.07582740485668182,0.06401369720697403
30,46419,0.08687740564346313,0.0491270050406456,0.037750400602817535
30,46429,0.13435500860214233,0.07989412546157837,0.054460879415273666
30,46439,0.05896056070923805,0.03646140173077583,0.02249915897846222
30,46449,0.1580495536327362,0.10392540693283081,0.0541241392493248
30,46459,0.05641694739460945,0.03558944910764694,0.02082749828696251
30,46469,0.06684353947639465,0.046653322875499725,0.02019021287560463
30,46479,0.12736503779888153,0.07837160676717758,0.04899342730641365
30,46489,0.10162948071956635,0.05763423815369606,0.043995242565870285
30,46499,0.11801265180110931,0.051006633788347244,0.06700602173805237
30,46509,0.10583905130624771,0.059220291674137115,0.046618759632110596
30,46519,0.1122921034693718,0.056901056319475174,0.05539104714989662
30,46529,0.1261919140815735,0.07489407807588577,0.05129784345626831
30,46539,0.06729508936405182,0.04494938254356384,0.022345710545778275
30,46549,0.13220247626304626,0.0837412029504776,0.04846127703785896
30,46559,0.19278088212013245,0.113108329474926,0.07967256009578705
30,46569,0.30488866567611694,0.13503985106945038,0.16984879970550537
30,46579,0.18178805708885193,0.07834676653146744,0.10344129055738449
30,46589,0.19072607159614563,0.09597000479698181,0.09475605934858322
30,46599,0.1238303929567337,0.0683455616235733,0.0554848350584507
30,46609,0.11919800937175751,0.07112722098827362,0.04807078838348389
30,46619,0.08636470139026642,0.041034892201423645,0.04532981291413307
30,46629,0.10219025611877441,0.05692243576049805,0.04526782035827637
30,46639,0.06607761979103088,0.044873300939798355,0.021204320713877678
30,46649,0.1557256579399109,0.08621660619974136,0.06950905919075012
30,46659,0.09938330948352814,0.054611340165138245,0.04477197304368019
30,46669,0.11779472231864929,0.07685866206884384,0.04093605652451515
30,46679,0.07261908054351807,0.03307858854532242,0.03954048827290535
30,46689,0.05864124745130539,0.03759581223130226,0.02104543335735798
30,46699,0.3140450716018677,0.12850888073444366,0.185536190867424
30,46709,0.09458562731742859,0.06818217784166336,0.026403453201055527
30,46719,0.16736596822738647,0.0978933796286583,0.06947258859872818
30,46729,0.08886314928531647,0.049799222499132156,0.03906393051147461
30,46739,0.33065134286880493,0.11830706894397736,0.21234427392482758
30,46749,0.10991616547107697,0.06529872864484787,0.044617440551519394
30,46759,0.10838024318218231,0.06823383271694183,0.04014640673995018
30,46769,0.5129333138465881,0.2844869792461395,0.22844631969928741
30,46779,0.12557223439216614,0.06291835010051727,0.06265388429164886
30,46789,0.05304354056715965,0.03269415348768234,0.02034938707947731
30,46799,0.09096409380435944,0.04470348358154297,0.046260613948106766
30,46809,0.10341130942106247,0.06156959384679794,0.041841715574264526
30,46819,0.24548093974590302,0.1535349190235138,0.09194602072238922
30,46829,0.12176467478275299,0.053534653037786484,0.0682300254702568
30,46839,0.16063719987869263,0.08081734925508499,0.07981985807418823
30,46849,0.19408148527145386,0.10564631223678589,0.08843516558408737
30,46859,0.24486902356147766,0.12964430451393127,0.11522471904754639
30,46869,0.10957573354244232,0.04436266049742699,0.06521307677030563
30,46879,0.11724451184272766,0.07749231904745102,0.03975219652056694
30,46889,0.112539142370224,0.07241441309452057,0.04012472555041313
30,46899,0.09281843900680542,0.0534580759704113,0.03936035931110382
30,46909,0.11684286594390869,0.05407344922423363,0.06276942044496536
30,46919,0.14639630913734436,0.08434368669986725,0.06205262243747711
30,46929,0.055319689214229584,0.03237235173583031,0.022947337478399277
30,46939,0.09204927831888199,0.054265301674604416,0.03778397664427757
30,46949,0.15983250737190247,0.08971283584833145,0.07011967152357101
30,46959,0.0895405262708664,0.053948234766721725,0.03559229522943497
30,46969,0.17219513654708862,0.0870334655046463,0.08516166359186172
30,46979,0.07644739747047424,0.05085739493370056,0.025589998811483383
30,46989,0.08659934252500534,0.0580107755959034,0.028588565066456795
30,46999,0.3320775628089905,0.199536994099617,0.13254055380821228
30,47009,0.1364443451166153,0.06619369983673096,0.07025064527988434
30,47019,0.17882297933101654,0.1121615394949913,0.06666143983602524
30,47029,0.8873908519744873,0.4037064015865326,0.4836844503879547
30,47039,0.10655643790960312,0.06645654886960983,0.040099889039993286
30,47049,0.21615643799304962,0.11694435030221939,0.09921208769083023
30,47059,0.2631906270980835,0.13140743970870972,0.13178317248821259
30,47069,0.08310078084468842,0.0465320348739624,0.03656874969601631
30,47079,0.1408943235874176,0.083740234375,0.057154085487127304
30,47089,0.1463240087032318,0.07559501379728317,0.07072900235652924
30,47099,0.06218228489160538,0.039981093257665634,0.022201189771294594
30,47109,0.06431227177381516,0.03815269097685814,0.026159582659602165
30,47119,0.11156278848648071,0.06379092484712601,0.04777185991406441
30,47129,0.08957578241825104,0.04403914511203766,0.04553663730621338
30,47139,0.22548407316207886,0.12008237838745117,0.10540169477462769
30,47149,0.14031383395195007,0.08024623990058899,0.06006758660078049
30,47159,0.18355302512645721,0.08076533675193787,0.10278768837451935
30,47169,0.11796924471855164,0.07041583955287933,0.047553401440382004
30,47179,0.10425344854593277,0.06148257851600647,0.0427708700299263
30,47189,0.21863695979118347,0.1363162100315094,0.08232074975967407
30,47199,0.11733676493167877,0.0641808956861496,0.053155869245529175
30,47209,0.3104337453842163,0.1324048936367035,0.17802885174751282
30,47219,0.06689374148845673,0.04128149896860123,0.02561224438250065
30,47229,0.12932583689689636,0.07882216572761536,0.050503674894571304
30,47239,0.17363645136356354,0.1211213693022728,0.05251507833600044
30,47249,0.2264135479927063,0.08674397319555283,0.13966958224773407
30,47259,0.10731112957000732,0.06080736964941025,0.04650375619530678
30,47269,0.1435723900794983,0.07844862341880798,0.0651237741112709
30,47279,0.08826752007007599,0.05498925969004631,0.03327826410531998
30,47289,0.11856143921613693,0.057888247072696686,0.06067319214344025
30,47299,0.12455826997756958,0.06868889927864075,0.055869366973638535
30,47309,0.23286506533622742,0.14045435190200806,0.09241070598363876
30,47319,0.13787366449832916,0.08709045499563217,0.05078320950269699
30,47329,0.11097994446754456,0.07169497013092041,0.03928497061133385
30,47339,0.07591662555932999,0.04950651153922081,0.026410114020109177
30,47349,0.15045535564422607,0.08318139612674713,0.06727395206689835
30,47359,0.3509676456451416,0.16807161271572113,0.18289601802825928
30,47369,0.15672490000724792,0.08038835227489471,0.07633654028177261
30,47379,0.1361180543899536,0.0725969672203064,0.06352108716964722
30,47389,0.15338507294654846,0.0719047412276268,0.08148032426834106
30,47399,0.058529216796159744,0.037515584379434586,0.02101363241672516
30,47409,0.11949408054351807,0.06816759705543518,0.05132647976279259
30,47419,0.3156815767288208,0.15662485361099243,0.15905673801898956
30,47429,0.12847444415092468,0.07866863906383514,0.04980580881237984
30,47439,0.3361002504825592,0.1847972571849823,0.1513029932975769
30,47449,0.19747763872146606,0.1259351372718811,0.07154250890016556
30,47459,0.151045560836792,0.06726949661970139,0.0837760716676712
30,47469,0.08983121067285538,0.057352013885974884,0.03247919678688049
30,47479,0.06888125836849213,0.04736022651195526,0.021521029993891716
30,47489,0.14467288553714752,0.07240452617406845,0.07226835936307907
30,47499,0.06587854027748108,0.04123716056346893,0.024641381576657295
30,47509,0.172782301902771,0.08981653302907944,0.08296576887369156
30,47519,0.11309196054935455,0.07214240729808807,0.04094955325126648
30,47529,0.22730007767677307,0.11236630380153656,0.11493376642465591
30,47539,0.07821038365364075,0.0459003821015358,0.03230999782681465
30,47549,0.14737088978290558,0.08524654805660248,0.0621243380010128
30,47559,0.1443345993757248,0.07895375788211823,0.06538084149360657
30,47569,0.3480520248413086,0.14602947235107422,0.20202255249023438
30,47579,0.16008666157722473,0.08092936873435974,0.07915730029344559
30,47589,0.1576756238937378,0.0909528136253357,0.0667228177189827
30,47599,0.3222535252571106,0.17018841207027435,0.15206509828567505
30,47609,0.11627386510372162,0.071119524538517,0.04515433683991432
30,47619,0.39750510454177856,0.16209813952445984,0.23540697991847992
30,47629,0.07387781143188477,0.044713690876960754,0.02916412055492401
30,47639,0.27417775988578796,0.12421984225511551,0.14995792508125305
